activity_id,customer_id,activity_date,activity_type,amount
ACT0018995,CUST006599,2025-10-09 15:57:33,Savings Withdrawal,173.96
ACT0018996,CUST001116,2026-05-29 16:25:29,Credit Repayment,38.29
ACT0018997,CUST003864,2025-10-11 03:04:47,Login,182.77
ACT0018998,CUST004223,2026-02-02 11:22:30,Credit Repayment,46.91
ACT0018999,CUST002029,2026-07-14 04:16:59,Payment,32.94
ACT0019000,CUST006013,2025-12-14 07:07:17,Application,148.85
ACT0019001,CUST001806,2025-05-03 03:08:54,Login,361.51
ACT0019002,CUST011545,2025-10-06 03:04:22,Savings Deposit,101.46
ACT0019003,CUST006102,2025-06-29 13:21:04,Payment,306.44
ACT0019004,CUST007990,2025-09-29 19:15:45,Credit Repayment,37.37
ACT0019005,CUST009215,2025-06-26 02:40:00,Payment,483.06
ACT0019006,CUST011956,2025-02-18 01:24:08,Payment,81.3
ACT0019007,CUST009915,2025-04-28 09:46:58,Login,24.11
ACT0019008,CUST000091,2025-06-02 16:26:04,Payment,38.9
ACT0019009,CUST004959,2025-12-30 01:46:40,Payment,85.13
ACT0019010,CUST010671,2026-07-22 10:43:18,Credit Repayment,85.49
ACT0019011,CUST004397,2026-04-18 13:38:48,Application,101.37
ACT0019012,CUST009865,2025-07-04 15:46:06,Credit Repayment,58.1
ACT0019013,CUST002432,2026-05-28 19:10:30,Payment,115.74
ACT0019014,CUST000010,2026-04-03 01:20:03,Application,177.25
ACT0019015,CUST008972,2025-02-03 02:00:08,Savings Withdrawal,310.16
ACT0019016,CUST008382,2025-12-20 18:52:36,Credit Repayment,244.34
ACT0019017,CUST008618,2025-12-26 03:49:36,Payment,30.68
ACT0019018,CUST008618,2025-08-13 21:09:07,Savings Deposit,36.17
ACT0019019,CUST010197,2025-06-09 07:58:38,Application,6.94
ACT0019020,CUST007631,2025-02-11 19:12:17,Savings Deposit,43.58
ACT0019021,CUST011422,2025-09-07 10:01:26,Payment,45.87
ACT0019022,CUST002764,2025-02-14 23:17:46,Login,492.53
ACT0019023,CUST005026,2025-12-20 11:04:01,Savings Deposit,186.05
ACT0019024,CUST005408,2025-10-30 14:06:34,Login,73.62
ACT0019025,CUST003052,2025-07-27 01:25:51,Login,346.65
ACT0019026,CUST001197,2025-09-30 18:48:00,Application,44.8
ACT0019027,CUST007502,2025-03-16 18:33:16,Login,300.28
ACT0019028,CUST011197,2025-11-19 22:44:37,Login,162.11
ACT0019029,CUST004597,2026-02-01 17:33:48,Application,30.92
ACT0019030,CUST008703,2025-10-24 09:08:20,Savings Deposit,31.48
ACT0019031,CUST006108,2026-06-26 13:49:37,Credit Repayment,56.66
ACT0019032,CUST011202,2026-05-11 16:33:10,Login,53.63
ACT0019033,CUST007625,2026-07-24 14:17:32,Payment,276.01
ACT0019034,CUST002387,2025-02-23 14:08:48,Savings Withdrawal,49.62
ACT0019035,CUST010888,2026-06-19 12:09:17,Credit Repayment,269.46
ACT0019036,CUST006101,2026-04-05 06:54:43,Application,31.63
ACT0019037,CUST010349,2025-11-19 12:36:56,Payment,99.33
ACT0019038,CUST003299,2025-02-01 05:46:36,Credit Repayment,53.17
ACT0019039,CUST005712,2025-12-13 15:03:13,Savings Deposit,358.67
ACT0019040,CUST007188,2025-11-25 16:56:41,Savings Deposit,436.1
ACT0019041,CUST007187,2025-07-01 02:24:32,Payment,42.09
ACT0019042,CUST007570,2025-12-10 03:18:18,Credit Repayment,33.97
ACT0019043,CUST002377,2025-11-28 03:35:22,Login,24.62
ACT0019044,CUST011494,2025-09-08 04:23:35,Login,34.74
ACT0019045,CUST006836,2025-06-15 07:49:58,Savings Deposit,94.45
ACT0019046,CUST004537,2025-11-08 01:40:40,Payment,9.48
ACT0019047,CUST008640,2026-02-16 23:28:17,Savings Deposit,19.25
ACT0019048,CUST010120,2025-03-16 01:45:07,Savings Withdrawal,52.46
ACT0019049,CUST003315,2025-02-18 12:41:27,Savings Withdrawal,24.78
ACT0019050,CUST010479,2025-05-10 23:51:39,Payment,46.48
ACT0019051,CUST003676,2025-12-29 06:11:46,Login,140.63
ACT0019052,CUST005614,2026-05-16 19:08:43,Savings Deposit,130.53
ACT0019053,CUST011735,2026-07-31 10:32:08,Credit Repayment,642.14
ACT0019054,CUST003061,2026-06-02 21:42:49,Savings Withdrawal,37.51
ACT0019055,CUST009325,2025-02-03 00:16:35,Login,1626.9
ACT0019056,CUST004931,2025-11-03 20:19:36,Application,19.33
ACT0019057,CUST007252,2025-07-28 11:46:08,Payment,48.4
ACT0019058,CUST009231,2025-04-21 07:09:56,Savings Withdrawal,541.86
ACT0019059,CUST010057,2026-01-26 23:00:48,Credit Repayment,958.95
ACT0019060,CUST008393,2026-04-18 15:05:49,Login,54.47
ACT0019061,CUST002462,2025-04-11 12:52:33,Payment,38.7
ACT0019062,CUST010119,2026-01-31 00:40:20,Savings Withdrawal,54.16
ACT0019063,CUST008782,2025-05-07 00:06:41,Savings Deposit,66.81
ACT0019064,CUST011210,2026-03-10 03:42:57,Application,100.06
ACT0019065,CUST003134,2026-04-11 04:42:34,Login,37.81
ACT0019066,CUST006972,2025-07-14 16:29:41,Credit Repayment,10.35
ACT0019067,CUST002450,2026-08-04 16:45:26,Login,172.23
ACT0019068,CUST005763,2025-11-26 03:11:59,Login,117.0
ACT0019069,CUST010887,2025-12-11 17:36:15,Login,123.04
ACT0019070,CUST001064,2025-03-14 17:31:28,Payment,53.04
ACT0019071,CUST004198,2025-05-11 16:35:26,Credit Repayment,108.3
ACT0019072,CUST004753,2025-10-18 18:15:31,Login,639.06
ACT0019073,CUST008434,2026-08-22 13:21:28,Credit Repayment,338.45
ACT0019074,CUST005130,2026-01-31 21:44:43,Payment,170.92
ACT0019075,CUST009646,2026-03-25 12:26:48,Savings Withdrawal,16.35
ACT0019076,CUST010308,2026-04-08 20:03:33,Payment,44.8
ACT0019077,CUST003437,2026-04-03 15:51:32,Credit Repayment,15.13
ACT0019078,CUST011112,2025-12-26 12:03:21,Credit Repayment,36.86
ACT0019079,CUST004373,2025-12-14 18:01:06,Savings Deposit,50.94
ACT0019080,CUST006866,2025-07-01 21:39:00,Payment,113.73
ACT0019081,CUST006057,2026-03-25 05:35:19,Login,12.96
ACT0019082,CUST011003,2026-01-30 21:04:15,Credit Repayment,109.61
ACT0019083,CUST007683,2025-11-18 20:19:01,Savings Withdrawal,66.21
ACT0019084,CUST001821,2025-12-30 19:08:17,Payment,75.97
ACT0019085,CUST000610,2025-07-02 22:30:18,Application,17.49
ACT0019086,CUST007799,2025-09-19 07:03:35,Application,41.73
ACT0019087,CUST010773,2026-08-13 22:53:21,Application,100.44
ACT0019088,CUST005895,2025-10-06 10:43:29,Payment,126.95
ACT0019089,CUST009476,2025-05-26 07:45:13,Savings Deposit,52.71
ACT0019090,CUST005204,2025-11-11 15:32:26,Application,88.25
ACT0019091,CUST011467,2025-06-12 16:31:01,Payment,133.94
ACT0019092,CUST003735,2025-01-03 03:12:44,Credit Repayment,287.52
ACT0019093,CUST008827,2025-05-29 03:46:22,Savings Deposit,178.63
ACT0019094,CUST009309,2025-05-10 19:52:16,Credit Repayment,389.58
ACT0019095,CUST003308,2026-07-20 23:27:50,Login,223.62
ACT0019096,CUST000160,2025-09-11 13:13:41,Login,22.29
ACT0019097,CUST000797,2025-09-14 09:44:16,Application,121.82
ACT0019098,CUST004074,2025-07-21 05:47:47,Savings Withdrawal,93.32
ACT0019099,CUST011718,2026-02-08 15:49:10,Savings Deposit,10.7
ACT0019100,CUST002211,2025-02-13 23:27:28,Savings Deposit,117.02
ACT0019101,CUST000171,2026-07-07 16:38:47,Credit Repayment,4.66
ACT0019102,CUST002915,2026-06-17 15:17:20,Savings Deposit,36.9
ACT0019103,CUST010788,2026-02-22 09:49:44,Credit Repayment,1049.12
ACT0019104,CUST000143,2026-03-28 21:39:42,Login,101.69
ACT0019105,CUST004996,2025-12-13 01:55:41,Savings Withdrawal,67.77
ACT0019106,CUST008046,2026-07-20 21:57:05,Login,21.81
ACT0019107,CUST000183,2025-04-16 09:24:00,Payment,102.99
ACT0019108,CUST001423,2025-02-26 21:07:22,Savings Withdrawal,24.1
ACT0019109,CUST001765,2026-07-17 14:28:34,Savings Deposit,527.78
ACT0019110,CUST000623,2025-03-12 02:21:14,Payment,14.67
ACT0019111,CUST011585,2025-10-02 13:21:26,Savings Withdrawal,33.99
ACT0019112,CUST004081,2026-03-29 05:34:10,Login,27.64
ACT0019113,CUST007100,2025-08-19 05:21:00,Payment,47.15
ACT0019114,CUST002039,2025-08-03 14:22:23,Savings Withdrawal,30.38
ACT0019115,CUST007476,2026-05-22 06:41:18,Login,52.41
ACT0019116,CUST008112,2025-10-24 08:53:52,Login,309.74
ACT0019117,CUST002736,2025-12-24 03:25:03,Login,144.75
ACT0019118,CUST007929,2025-09-06 06:59:02,Payment,14.39
ACT0019119,CUST000281,2026-07-29 18:19:43,Login,12.24
ACT0019120,CUST006418,2025-01-31 03:41:29,Payment,26.43
ACT0019121,CUST009270,2025-04-18 02:45:50,Payment,132.76
ACT0019122,CUST011346,2026-04-01 10:55:40,Savings Withdrawal,135.18
ACT0019123,CUST003492,2025-10-17 09:43:08,Payment,202.52
ACT0019124,CUST009724,2025-10-22 12:14:48,Savings Withdrawal,241.95
ACT0019125,CUST004941,2025-10-10 20:44:00,Credit Repayment,133.22
ACT0019126,CUST006744,2026-03-22 01:21:22,Login,200.75
ACT0019127,CUST005267,2026-01-06 02:02:34,Savings Deposit,37.36
ACT0019128,CUST010799,2026-05-26 01:50:48,Login,272.53
ACT0019129,CUST001124,2025-05-28 18:06:36,Login,68.48
ACT0019130,CUST003345,2026-02-27 23:55:10,Login,70.36
ACT0019131,CUST003000,2025-10-14 20:52:39,Payment,17.02
ACT0019132,CUST005411,2025-09-01 14:01:02,Payment,22.57
ACT0019133,CUST005273,2025-10-02 13:12:45,Payment,147.98
ACT0019134,CUST006074,2025-05-16 10:03:53,Login,39.0
ACT0019135,CUST005330,2026-01-09 06:18:58,Savings Deposit,57.05
ACT0019136,CUST001779,2026-04-23 14:55:13,Payment,104.84
ACT0019137,CUST011634,2025-05-01 18:20:23,Login,169.43
ACT0019138,CUST010356,2026-08-06 15:43:39,Payment,33.26
ACT0019139,CUST000916,2026-06-19 08:26:24,Login,3.61
ACT0019140,CUST001950,2026-05-16 11:39:11,Login,74.84
ACT0019141,CUST005079,2026-08-04 23:09:43,Payment,49.33
ACT0019142,CUST004812,2025-09-01 13:16:39,Credit Repayment,80.22
ACT0019143,CUST010504,2025-10-21 09:57:23,Payment,109.94
ACT0019144,CUST008794,2026-08-24 00:02:14,Savings Withdrawal,150.54
ACT0019145,CUST005717,2026-03-10 11:29:55,Savings Deposit,25.12
ACT0019146,CUST002339,2025-05-12 03:21:27,Savings Deposit,119.81
ACT0019147,CUST007418,2025-06-16 14:01:40,Savings Withdrawal,46.8
ACT0019148,CUST003526,2026-03-10 19:23:51,Savings Withdrawal,23.31
ACT0019149,CUST006361,2025-09-24 18:01:19,Credit Repayment,17.73
ACT0019150,CUST005698,2026-05-23 00:46:05,Login,175.24
ACT0019151,CUST008588,2025-04-15 23:26:46,Savings Deposit,791.95
ACT0019152,CUST010982,2026-07-28 11:37:05,Credit Repayment,210.75
ACT0019153,CUST008445,2025-10-03 02:51:58,Savings Withdrawal,318.27
ACT0019154,CUST000080,2026-07-31 13:57:53,Payment,450.02
ACT0019155,CUST006106,2026-06-26 14:36:54,Application,144.94
ACT0019156,CUST001192,2025-05-06 08:21:19,Payment,53.83
ACT0019157,CUST006208,2025-08-30 14:32:30,Payment,126.75
ACT0019158,CUST010745,2026-07-29 09:30:05,Credit Repayment,164.57
ACT0019159,CUST007714,2025-06-27 07:55:58,Login,2247.8
ACT0019160,CUST003858,2025-04-30 04:12:18,Payment,39.12
ACT0019161,CUST007810,2025-06-14 12:58:17,Savings Deposit,18.8
ACT0019162,CUST010923,2026-07-20 02:21:35,Payment,318.95
ACT0019163,CUST007294,2025-10-20 16:55:57,Login,71.96
ACT0019164,CUST004254,2025-11-04 06:26:27,Payment,102.94
ACT0019165,CUST000216,2026-05-21 14:13:20,Login,31.15
ACT0019166,CUST003894,2025-08-09 01:48:20,Payment,5.02
ACT0019167,CUST011709,2026-07-19 22:53:53,Login,190.19
ACT0019168,CUST007403,2025-09-21 15:06:42,Payment,111.61
ACT0019169,CUST011859,2025-12-28 09:36:45,Savings Withdrawal,97.64
ACT0019170,CUST000098,2025-02-16 15:48:30,Savings Deposit,103.19
ACT0019171,CUST005307,2025-09-30 12:24:55,Savings Deposit,244.56
ACT0019172,CUST005469,2026-02-27 20:24:47,Login,60.1
ACT0019173,CUST001424,2025-01-15 13:05:07,Savings Deposit,15.56
ACT0019174,CUST001115,2026-04-23 13:52:56,Credit Repayment,190.65
ACT0019175,CUST006816,2025-09-09 08:15:17,Savings Withdrawal,45.94
ACT0019176,CUST000348,2026-07-30 10:39:16,Payment,758.65
ACT0019177,CUST002002,2025-09-18 19:15:33,Application,4.9
ACT0019178,CUST001289,2025-09-05 19:48:44,Savings Withdrawal,292.71
ACT0019179,CUST009071,2025-08-29 02:19:40,Payment,75.03
ACT0019180,CUST004537,2026-07-07 06:05:01,Savings Deposit,77.55
ACT0019181,CUST002882,2026-08-02 10:58:49,Payment,220.83
ACT0019182,CUST010155,2025-07-22 22:37:20,Payment,54.47
ACT0019183,CUST006217,2026-02-10 21:53:44,Payment,633.87
ACT0019184,CUST004680,2026-05-04 01:31:39,Payment,130.1
ACT0019185,CUST006259,2025-12-10 05:25:16,Payment,45.97
ACT0019186,CUST007531,2026-04-29 21:17:07,Payment,77.22
ACT0019187,CUST010090,2025-05-04 02:07:24,Savings Deposit,37.1
ACT0019188,CUST009550,2026-04-10 14:01:34,Payment,201.17
ACT0019189,CUST005497,2025-05-08 04:01:54,Payment,64.6
ACT0019190,CUST006238,2026-05-30 18:25:24,Login,65.56
ACT0019191,CUST011818,2025-02-18 10:26:13,Credit Repayment,13.73
ACT0019192,CUST006623,2025-01-19 19:12:53,Payment,12.84
ACT0019193,CUST004128,2025-07-08 01:06:25,Login,126.37
ACT0019194,CUST006968,2026-03-25 22:37:55,Savings Withdrawal,124.23
ACT0019195,CUST008080,2026-02-25 10:42:19,Savings Withdrawal,32.66
ACT0019196,CUST001158,2025-06-16 12:54:12,Payment,172.44
ACT0019197,CUST011234,2025-08-25 16:36:41,Payment,77.64
ACT0019198,CUST011783,2026-01-17 02:08:22,Application,16.94
ACT0019199,CUST000386,2026-03-13 12:21:09,Login,387.12
ACT0019200,CUST005627,2025-05-18 01:27:55,Login,60.94
ACT0019201,CUST009936,2025-02-10 01:16:11,Payment,32.16
ACT0019202,CUST000168,2026-02-16 11:13:54,Savings Deposit,20.97
ACT0019203,CUST004599,2025-04-13 20:30:24,Credit Repayment,55.8
ACT0019204,CUST005599,2026-02-05 05:49:41,Savings Withdrawal,62.89
ACT0019205,CUST002491,2025-05-13 12:35:44,Credit Repayment,20.68
ACT0019206,CUST001027,2026-08-12 18:24:58,Credit Repayment,11.94
ACT0019207,CUST008099,2026-02-01 14:05:57,Login,229.86
ACT0019208,CUST010209,2025-09-12 12:03:07,Savings Withdrawal,39.6
ACT0019209,CUST011099,2025-05-26 06:15:49,Login,112.77
ACT0019210,CUST001985,2026-05-24 16:34:25,Application,37.76
ACT0019211,CUST000123,2026-06-13 15:45:50,Credit Repayment,260.99
ACT0019212,CUST006780,2026-06-25 00:33:16,Savings Deposit,7.26
ACT0019213,CUST001667,2025-05-09 21:03:05,Login,11.69
ACT0019214,CUST002638,2026-02-15 20:41:39,Savings Deposit,116.92
ACT0019215,CUST000466,2025-04-02 07:33:17,Payment,94.47
ACT0019216,CUST002107,2025-03-03 23:13:32,Credit Repayment,6.31
ACT0019217,CUST007129,2025-04-17 20:45:02,Payment,429.94
ACT0019218,CUST011080,2025-08-24 06:19:26,Payment,612.5
ACT0019219,CUST008069,2026-05-07 14:47:50,Credit Repayment,73.36
ACT0019220,CUST009023,2026-07-06 02:53:44,Credit Repayment,114.19
ACT0019221,CUST005951,2025-03-31 09:16:29,Login,8.02
ACT0019222,CUST001356,2025-06-14 18:39:34,Credit Repayment,66.8
ACT0019223,CUST004038,2025-04-02 12:33:21,Payment,672.8
ACT0019224,CUST003699,2025-02-10 17:59:49,Payment,36.23
ACT0019225,CUST005460,2025-05-22 01:15:06,Application,86.12
ACT0019226,CUST005362,2025-05-22 04:11:49,Savings Deposit,46.68
ACT0019227,CUST006382,2026-03-16 20:49:53,Credit Repayment,28.93
ACT0019228,CUST000548,2026-06-12 05:52:43,Payment,36.52
ACT0019229,CUST003743,2025-07-13 23:45:59,Payment,306.42
ACT0019230,CUST004381,2025-10-04 02:26:10,Savings Withdrawal,259.26
ACT0019231,CUST003882,2026-03-08 07:14:35,Application,126.21
ACT0019232,CUST010561,2026-03-15 06:41:10,Savings Deposit,1025.4
ACT0019233,CUST002393,2025-01-09 20:41:03,Credit Repayment,352.18
ACT0019234,CUST010770,2025-07-06 14:43:34,Payment,4.97
ACT0019235,CUST006583,2026-05-31 19:15:56,Login,64.92
ACT0019236,CUST004599,2026-01-10 09:28:15,Savings Deposit,41.8
ACT0019237,CUST009395,2025-02-18 10:09:04,Login,55.37
ACT0019238,CUST011221,2025-09-26 14:49:40,Savings Withdrawal,184.42
ACT0019239,CUST007214,2026-06-11 11:30:22,Savings Deposit,217.13
ACT0019240,CUST003608,2025-10-07 14:50:21,Login,848.45
ACT0019241,CUST002660,2026-04-01 04:59:41,Payment,47.56
ACT0019242,CUST005218,2026-05-26 17:22:09,Application,109.49
ACT0019243,CUST011253,2025-01-31 09:29:17,Savings Withdrawal,54.95
ACT0019244,CUST008873,2026-03-26 09:32:35,Credit Repayment,88.59
ACT0019245,CUST007817,2026-04-01 02:01:37,Payment,664.78
ACT0019246,CUST010345,2026-02-03 20:47:08,Login,157.11
ACT0019247,CUST007597,2025-08-25 04:45:34,Credit Repayment,222.32
ACT0019248,CUST000946,2025-04-09 21:00:42,Payment,7.55
ACT0019249,CUST009499,2026-02-25 03:15:42,Credit Repayment,96.64
ACT0019250,CUST002636,2025-10-15 06:45:26,Credit Repayment,42.14
ACT0019251,CUST008812,2026-08-03 02:05:37,Savings Withdrawal,94.67
ACT0019252,CUST004063,2025-04-11 10:22:47,Credit Repayment,252.68
ACT0019253,CUST004995,2025-08-23 07:51:56,Credit Repayment,26.8
ACT0019254,CUST004835,2025-09-27 23:02:27,Payment,192.39
ACT0019255,CUST008429,2025-07-28 10:04:23,Savings Deposit,33.14
ACT0019256,CUST010641,2026-08-15 05:10:51,Application,121.04
ACT0019257,CUST006818,2026-08-06 13:27:32,Payment,107.47
ACT0019258,CUST004080,2025-08-09 16:26:31,Credit Repayment,396.06
ACT0019259,CUST010854,2025-05-31 10:11:32,Credit Repayment,68.79
ACT0019260,CUST011548,2026-06-21 04:11:05,Login,41.68
ACT0019261,CUST005899,2025-06-15 07:01:03,Payment,38.4
ACT0019262,CUST000888,2025-02-09 12:37:59,Payment,404.26
ACT0019263,CUST009430,2025-07-16 10:10:16,Savings Withdrawal,19.52
ACT0019264,CUST009799,2026-08-18 18:00:01,Payment,48.4
ACT0019265,CUST010487,2026-07-20 08:09:38,Application,74.73
ACT0019266,CUST006451,2025-11-03 03:59:23,Payment,32.46
ACT0019267,CUST011539,2026-07-26 08:07:41,Payment,24.95
ACT0019268,CUST007986,2026-04-19 13:46:15,Credit Repayment,368.57
ACT0019269,CUST007624,2026-08-15 13:14:22,Credit Repayment,119.09
ACT0019270,CUST004470,2025-08-27 05:13:15,Savings Withdrawal,30.23
ACT0019271,CUST009075,2026-01-04 18:08:57,Login,19.18
ACT0019272,CUST002240,2026-08-12 01:58:08,Savings Deposit,101.93
ACT0019273,CUST008868,2025-07-21 23:26:08,Savings Withdrawal,3.34
ACT0019274,CUST001547,2025-03-21 20:52:52,Payment,40.25
ACT0019275,CUST009634,2026-07-24 03:48:36,Savings Withdrawal,318.52
ACT0019276,CUST001682,2026-04-30 00:23:56,Credit Repayment,127.4
ACT0019277,CUST000542,2025-08-23 02:06:03,Savings Withdrawal,337.04
ACT0019278,CUST008762,2026-01-21 18:18:18,Application,134.76
ACT0019279,CUST008951,2025-10-31 14:25:40,Login,13.38
ACT0019280,CUST003693,2025-11-15 20:46:18,Payment,26.87
ACT0019281,CUST003377,2026-08-15 02:38:46,Credit Repayment,258.31
ACT0019282,CUST004657,2025-08-01 04:00:36,Application,162.53
ACT0019283,CUST004131,2025-06-03 13:00:53,Payment,227.51
ACT0019284,CUST008650,2026-02-25 12:33:07,Login,174.14
ACT0019285,CUST011840,2026-06-03 07:26:03,Savings Withdrawal,158.69
ACT0019286,CUST003676,2025-09-15 00:33:59,Savings Deposit,5.67
ACT0019287,CUST006899,2026-06-14 00:20:07,Credit Repayment,375.4
ACT0019288,CUST010057,2025-08-15 23:22:41,Savings Deposit,23.1
ACT0019289,CUST007273,2025-06-02 13:38:26,Application,33.59
ACT0019290,CUST004650,2025-04-08 21:37:24,Credit Repayment,57.09
ACT0019291,CUST006339,2026-07-12 10:40:06,Payment,19.95
ACT0019292,CUST006472,2025-12-06 06:28:54,Credit Repayment,385.41
ACT0019293,CUST004948,2026-02-21 14:13:21,Payment,85.43
ACT0019294,CUST001272,2025-07-20 07:52:20,Savings Withdrawal,163.8
ACT0019295,CUST006059,2026-03-14 13:08:18,Credit Repayment,46.53
ACT0019296,CUST000554,2025-05-22 21:09:24,Login,23.69
ACT0019297,CUST002400,2026-07-03 02:37:54,Payment,12.97
ACT0019298,CUST010207,2025-10-24 06:17:07,Login,66.31
ACT0019299,CUST003981,2025-11-12 19:35:26,Payment,23.64
ACT0019300,CUST005051,2026-03-31 17:33:21,Login,28.42
ACT0019301,CUST007998,2025-08-16 16:12:36,Credit Repayment,293.44
ACT0019302,CUST005795,2025-12-28 22:49:33,Credit Repayment,76.94
ACT0019303,CUST006993,2025-07-27 15:21:22,Savings Deposit,51.84
ACT0019304,CUST000225,2026-02-09 11:16:05,Application,271.67
ACT0019305,CUST006346,2025-08-14 18:49:32,Payment,100.75
ACT0019306,CUST003963,2026-07-02 05:57:54,Login,133.67
ACT0019307,CUST000815,2025-05-21 11:29:28,Login,42.26
ACT0019308,CUST009460,2025-10-20 17:18:47,Payment,24.45
ACT0019309,CUST000254,2026-06-22 17:01:54,Credit Repayment,243.96
ACT0019310,CUST008323,2025-02-22 05:35:15,Payment,237.31
ACT0019311,CUST002174,2026-02-13 21:14:54,Login,71.01
ACT0019312,CUST001982,2025-04-18 08:06:19,Savings Withdrawal,144.86
ACT0019313,CUST000480,2025-10-27 05:47:46,Credit Repayment,142.81
ACT0019314,CUST002357,2025-10-10 16:17:56,Savings Deposit,40.67
ACT0019315,CUST007605,2026-02-20 16:40:14,Login,24.09
ACT0019316,CUST007727,2025-11-15 11:41:55,Payment,50.78
ACT0019317,CUST002706,2026-03-11 07:24:56,Application,100.3
ACT0019318,CUST004876,2026-02-20 11:41:09,Payment,111.9
ACT0019319,CUST006225,2025-09-19 10:24:22,Login,12.09
ACT0019320,CUST000489,2025-09-30 04:36:54,Savings Withdrawal,71.21
ACT0019321,CUST004433,2026-05-19 21:27:30,Payment,76.24
ACT0019322,CUST009289,2025-03-02 10:17:33,Credit Repayment,23.78
ACT0019323,CUST003854,2025-08-09 23:28:36,Application,214.12
ACT0019324,CUST003634,2025-11-20 00:51:33,Login,53.97
ACT0019325,CUST002305,2026-08-28 20:19:52,Savings Withdrawal,1394.54
ACT0019326,CUST000208,2025-05-25 05:14:29,Login,114.26
ACT0019327,CUST010154,2025-07-24 06:52:53,Application,52.38
ACT0019328,CUST001585,2026-02-04 14:16:53,Savings Deposit,102.47
ACT0019329,CUST001204,2026-03-28 01:38:10,Savings Deposit,51.84
ACT0019330,CUST007789,2026-01-25 07:44:54,Login,59.33
ACT0019331,CUST001861,2026-07-20 23:20:28,Payment,103.51
ACT0019332,CUST003154,2025-04-01 00:04:45,Savings Deposit,68.35
ACT0019333,CUST001814,2025-03-17 09:14:48,Credit Repayment,71.6
ACT0019334,CUST006639,2025-11-25 05:22:42,Application,33.77
ACT0019335,CUST007159,2026-06-08 22:41:06,Payment,55.69
ACT0019336,CUST004597,2026-02-16 22:42:22,Savings Withdrawal,75.68
ACT0019337,CUST004676,2025-03-20 15:35:47,Payment,49.41
ACT0019338,CUST005816,2026-03-27 14:33:09,Login,126.52
ACT0019339,CUST004744,2025-04-22 07:08:28,Login,99.02
ACT0019340,CUST011420,2025-08-24 01:27:06,Savings Deposit,308.63
ACT0019341,CUST005127,2026-05-20 07:35:05,Application,111.27
ACT0019342,CUST001646,2026-04-25 14:36:35,Credit Repayment,48.92
ACT0019343,CUST011321,2025-12-19 02:00:01,Savings Deposit,296.82
ACT0019344,CUST000384,2025-09-13 14:25:54,Login,45.81
ACT0019345,CUST009849,2025-03-22 10:30:13,Login,42.86
ACT0019346,CUST007312,2025-07-28 16:04:02,Credit Repayment,144.38
ACT0019347,CUST009388,2026-02-04 06:07:38,Login,53.66
ACT0019348,CUST001914,2025-06-03 11:02:09,Payment,22.55
ACT0019349,CUST002664,2025-01-21 20:19:17,Payment,35.72
ACT0019350,CUST005770,2025-03-23 18:28:32,Credit Repayment,203.67
ACT0019351,CUST010330,2025-09-09 16:30:43,Payment,6.3
ACT0019352,CUST000534,2026-02-27 00:31:51,Savings Withdrawal,136.33
ACT0019353,CUST008930,2025-08-23 06:21:51,Application,109.65
ACT0019354,CUST011701,2025-10-12 16:36:48,Payment,110.92
ACT0019355,CUST010937,2025-05-23 20:47:09,Savings Deposit,143.58
ACT0019356,CUST010049,2025-04-09 06:44:47,Payment,319.07
ACT0019357,CUST009547,2025-10-14 04:20:21,Credit Repayment,55.4
ACT0019358,CUST008880,2026-06-29 16:16:54,Payment,85.59
ACT0019359,CUST002685,2025-03-25 06:58:43,Savings Deposit,121.05
ACT0019360,CUST007750,2025-05-04 17:05:13,Login,70.24
ACT0019361,CUST009028,2025-03-04 20:37:56,Login,78.43
ACT0019362,CUST006443,2026-04-07 21:59:29,Savings Deposit,792.25
ACT0019363,CUST002592,2025-10-09 15:56:56,Savings Deposit,43.28
ACT0019364,CUST011151,2025-07-11 02:36:22,Login,199.06
ACT0019365,CUST003857,2025-02-24 06:19:48,Savings Deposit,8.05
ACT0019366,CUST007791,2025-07-31 15:16:36,Application,23.68
ACT0019367,CUST006232,2025-09-24 15:41:34,Payment,5.95
ACT0019368,CUST011122,2026-01-06 23:14:08,Login,32.87
ACT0019369,CUST011787,2026-02-10 08:15:55,Savings Deposit,198.67
ACT0019370,CUST005930,2025-11-12 09:31:01,Login,24.31
ACT0019371,CUST000979,2026-06-19 07:16:55,Savings Withdrawal,45.54
ACT0019372,CUST008456,2026-08-12 08:19:17,Savings Deposit,14.42
ACT0019373,CUST005543,2025-09-25 18:20:47,Payment,541.01
ACT0019374,CUST000630,2025-05-25 22:19:05,Payment,735.25
ACT0019375,CUST000858,2025-01-05 18:44:18,Credit Repayment,33.58
ACT0019376,CUST006332,2025-01-22 15:11:18,Application,44.95
ACT0019377,CUST011862,2025-06-11 10:18:27,Savings Withdrawal,2825.09
ACT0019378,CUST009591,2025-10-14 03:14:00,Credit Repayment,60.67
ACT0019379,CUST003080,2025-08-24 19:04:11,Login,220.94
ACT0019380,CUST005877,2026-08-10 15:45:08,Payment,182.57
ACT0019381,CUST009454,2025-08-27 22:06:12,Login,99.59
ACT0019382,CUST010627,2025-08-10 16:32:54,Login,88.3
ACT0019383,CUST001613,2026-01-08 23:16:46,Credit Repayment,36.52
ACT0019384,CUST003157,2025-10-23 21:25:25,Savings Deposit,299.42
ACT0019385,CUST011820,2026-03-25 01:39:34,Application,62.18
