account_id,customer_id,product_type,opened_date,status,balance
ACC0006858,CUST003121,Payments,2023-04-14 06:57:11,Closed,337.11
ACC0006859,CUST005772,Savings,2025-12-23 03:27:37,Active,1921.28
ACC0006860,CUST001329,Savings,2026-01-20 15:24:19,Active,5415.45
ACC0006861,CUST002071,Savings,2023-11-12 03:28:52,Active,83.64
ACC0006862,CUST010874,Savings,2025-08-28 11:54:43,Active,325.71
ACC0006863,CUST007055,Payments,2023-03-17 03:22:11,Active,763.62
ACC0006864,CUST003673,Savings,2023-05-06 17:15:34,Closed,1235.3
ACC0006865,CUST000421,Payments,2023-06-12 19:30:12,Active,8014.08
ACC0006866,CUST009361,Credit,2025-11-12 15:33:50,Active,3089.91
ACC0006867,CUST004000,Savings,2026-06-21 15:59:25,Closed,1770.54
ACC0006868,CUST005469,Savings,2026-05-22 07:24:03,Active,248.24
ACC0006869,CUST007442,Payments,2023-09-15 00:43:47,Dormant,1103.29
ACC0006870,CUST000896,Savings,2025-04-17 14:00:05,Active,2604.86
ACC0006871,CUST007488,Savings,2024-03-04 10:21:46,Active,339.14
ACC0006872,CUST011972,Savings,2025-11-27 07:51:04,Active,714.34
ACC0006873,CUST002165,Credit,2025-12-28 10:36:23,Active,942.75
ACC0006874,CUST011236,Payments,2025-12-19 03:38:50,Active,539.04
ACC0006875,CUST004071,Payments,2026-08-07 07:25:36,Closed,2320.53
ACC0006876,CUST000096,Savings,2023-02-13 04:53:04,Active,2737.18
ACC0006877,CUST005493,Payments,2026-06-30 14:29:49,Active,457.48
ACC0006878,CUST002430,Savings,2023-01-01 15:54:05,Active,361.7
ACC0006879,CUST004938,Credit,2022-08-16 00:08:03,Active,1017.12
ACC0006880,CUST002048,Payments,2025-07-17 18:47:45,Active,1579.66
ACC0006881,CUST008225,Payments,2024-07-30 03:24:44,Active,7996.46
ACC0006882,CUST004378,Payments,2025-07-16 05:54:32,Active,1119.92
ACC0006883,CUST008883,Savings,2024-10-07 02:40:54,Active,744.95
ACC0006884,CUST002524,Credit,2023-12-07 08:20:43,Active,482.39
ACC0006885,CUST000491,Savings,2025-08-13 18:55:07,Closed,1316.39
ACC0006886,CUST003901,Savings,2024-11-30 08:37:10,Active,829.3
ACC0006887,CUST008944,Credit,2024-03-28 16:40:41,Active,2486.79
ACC0006888,CUST011800,Credit,2024-05-28 19:28:16,Active,1369.87
ACC0006889,CUST010543,Payments,2024-03-06 04:18:38,Active,992.18
ACC0006890,CUST000100,Savings,2022-11-06 04:03:40,Active,410.97
ACC0006891,CUST010967,Savings,2023-08-30 06:50:46,Dormant,1732.8
ACC0006892,CUST004788,Payments,2022-07-20 02:22:36,Active,933.49
ACC0006893,CUST000672,Savings,2025-05-17 16:24:34,Active,2256.67
ACC0006894,CUST002857,Savings,2025-03-23 04:40:09,Closed,242.85
ACC0006895,CUST010605,Payments,2025-01-08 09:22:15,Dormant,1508.29
ACC0006896,CUST007199,Payments,2023-05-13 20:34:42,Active,2442.7
ACC0006897,CUST001965,Savings,2026-07-19 06:44:30,Active,1152.68
ACC0006898,CUST009579,Payments,2025-06-13 10:00:30,Active,2640.28
ACC0006899,CUST004061,Savings,2024-09-16 22:53:46,Active,1695.14
ACC0006900,CUST001434,Payments,2024-11-18 13:01:30,Active,574.47
ACC0006901,CUST004580,Credit,2026-03-31 05:21:50,Active,326.61
ACC0006902,CUST009207,Savings,2022-01-16 01:22:09,Active,3080.3
ACC0006903,CUST003588,Payments,2026-06-20 22:57:43,Active,603.4
ACC0006904,CUST001930,Credit,2024-03-07 00:41:14,Active,962.01
ACC0006905,CUST003537,Payments,2023-08-11 17:53:30,Active,627.97
ACC0006906,CUST009542,Credit,2022-03-05 16:59:41,Active,3335.22
ACC0006907,CUST002033,Credit,2026-07-15 08:23:39,Active,101.33
ACC0006908,CUST005537,Savings,2024-12-04 10:43:55,Active,2792.79
ACC0006909,CUST007909,Credit,2024-10-08 06:58:06,Active,624.11
ACC0006910,CUST000751,Credit,2022-04-14 10:43:10,Active,10029.88
ACC0006911,CUST006966,Savings,2023-04-23 18:02:33,Closed,2869.14
ACC0006912,CUST009379,Payments,2023-04-01 20:29:59,Active,470.56
ACC0006913,CUST007363,Payments,2024-01-15 19:09:38,Active,5652.32
ACC0006914,CUST002222,Payments,2025-10-07 18:38:51,Active,561.1
ACC0006915,CUST006257,Savings,2024-01-19 07:04:49,Active,2033.92
ACC0006916,CUST010830,Payments,2022-09-26 12:21:27,Active,1760.7
ACC0006917,CUST002651,Savings,2022-06-25 12:40:35,Active,10901.66
ACC0006918,CUST001930,Payments,2022-07-06 18:46:47,Active,405.86
ACC0006919,CUST007036,Credit,2026-03-17 08:35:06,Dormant,89.01
ACC0006920,CUST005015,Payments,2023-01-15 01:48:19,Active,320.47
ACC0006921,CUST007845,Savings,2023-06-26 23:13:39,Active,1110.95
ACC0006922,CUST007243,Payments,2024-05-07 11:44:09,Dormant,361.02
ACC0006923,CUST000624,Savings,2024-07-15 03:04:11,Active,252.49
ACC0006924,CUST008702,Payments,2025-10-15 00:32:49,Active,773.06
ACC0006925,CUST011853,Savings,2026-01-06 21:43:10,Active,2927.11
ACC0006926,CUST001659,Payments,2022-12-30 11:17:32,Dormant,52.2
ACC0006927,CUST006958,Savings,2026-02-09 11:59:09,Active,1314.45
ACC0006928,CUST004487,Savings,2023-11-21 05:11:18,Active,1308.01
ACC0006929,CUST007660,Credit,2022-11-12 09:21:34,Active,2526.8
ACC0006930,CUST007079,Payments,2024-06-03 16:30:30,Active,364.01
ACC0006931,CUST006837,Payments,2022-10-13 17:44:29,Active,6701.57
ACC0006932,CUST001674,Credit,2023-08-24 15:02:38,Active,1330.03
ACC0006933,CUST008289,Savings,2022-08-21 21:35:58,Active,1698.79
ACC0006934,CUST008064,Savings,2025-06-21 18:47:51,Active,631.47
ACC0006935,CUST007883,Payments,2023-01-30 16:06:08,Closed,3582.39
ACC0006936,CUST002307,Savings,2026-05-03 05:03:37,Active,14544.95
ACC0006937,CUST009590,Savings,2023-06-24 05:57:04,Active,782.74
ACC0006938,CUST002580,Credit,2022-09-21 15:58:15,Active,1444.54
ACC0006939,CUST001939,Savings,2025-05-12 15:09:38,Active,2081.52
ACC0006940,CUST003936,Savings,2024-04-11 17:18:05,Closed,4866.18
ACC0006941,CUST001965,Payments,2022-09-14 05:38:36,Active,3186.74
ACC0006942,CUST004007,Payments,2023-10-13 06:51:46,Active,1889.84
ACC0006943,CUST002635,Payments,2023-01-02 02:22:17,Active,2039.97
ACC0006944,CUST000954,Savings,2025-02-25 02:49:27,Active,2793.72
ACC0006945,CUST011562,Savings,2023-09-30 02:48:42,Active,3219.02
ACC0006946,CUST008136,Savings,2022-06-16 16:22:45,Active,3334.04
ACC0006947,CUST004285,Credit,2022-02-09 09:15:58,Closed,615.34
ACC0006948,CUST004580,Payments,2026-06-11 12:54:44,Active,20752.69
ACC0006949,CUST003795,Credit,2023-03-02 02:24:59,Closed,1542.0
ACC0006950,CUST008988,Credit,2025-10-13 00:49:09,Active,1976.83
ACC0006951,CUST002752,Savings,2024-02-23 10:50:18,Active,3088.78
ACC0006952,CUST001091,Savings,2025-02-24 01:29:45,Active,2044.42
ACC0006953,CUST005777,Credit,2024-07-28 01:22:34,Active,2979.77
ACC0006954,CUST002666,Credit,2023-12-07 03:42:26,Active,586.61
ACC0006955,CUST010864,Payments,2024-12-06 03:43:22,Active,1189.87
ACC0006956,CUST004302,Savings,2022-06-27 14:29:43,Active,1132.29
ACC0006957,CUST008091,Savings,2023-10-24 23:56:45,Active,3044.52
ACC0006958,CUST004745,Payments,2022-07-24 06:20:46,Active,1239.2
ACC0006959,CUST002254,Payments,2024-08-07 00:43:53,Active,1407.23
ACC0006960,CUST003812,Savings,2024-07-06 09:06:56,Closed,1474.21
ACC0006961,CUST010049,Savings,2025-12-20 23:59:15,Active,4751.86
ACC0006962,CUST000950,Savings,2022-01-25 20:00:58,Active,67.8
ACC0006963,CUST011347,Credit,2025-05-08 22:56:55,Dormant,1746.26
ACC0006964,CUST000255,Credit,2025-01-27 20:35:52,Active,752.37
ACC0006965,CUST008557,Payments,2024-08-27 13:03:39,Active,170.53
ACC0006966,CUST008291,Payments,2026-02-15 23:10:03,Active,360.78
ACC0006967,CUST007124,Savings,2025-08-03 02:58:24,Active,355.62
ACC0006968,CUST000806,Payments,2023-07-19 02:16:35,Dormant,711.73
ACC0006969,CUST008062,Credit,2023-05-10 16:34:38,Active,460.19
ACC0006970,CUST000832,Savings,2025-05-19 20:32:36,Closed,1167.86
ACC0006971,CUST008832,Payments,2026-06-03 05:18:43,Active,2508.27
ACC0006972,CUST009308,Payments,2023-07-05 07:21:12,Active,1307.48
ACC0006973,CUST010313,Savings,2025-03-09 11:45:08,Active,532.73
ACC0006974,CUST004662,Payments,2022-12-02 05:56:39,Active,1354.3
ACC0006975,CUST007905,Payments,2025-02-07 05:03:56,Active,2111.34
ACC0006976,CUST002220,Payments,2023-04-25 15:16:48,Active,3802.95
ACC0006977,CUST006378,Savings,2025-08-17 20:50:22,Active,463.24
ACC0006978,CUST008647,Savings,2025-04-14 08:18:39,Dormant,6593.93
ACC0006979,CUST002190,Payments,2022-01-07 15:00:53,Active,1310.08
ACC0006980,CUST009975,Savings,2025-06-07 17:32:32,Active,1275.04
ACC0006981,CUST004491,Savings,2022-08-27 11:19:27,Closed,524.43
ACC0006982,CUST011105,Credit,2023-02-04 10:26:34,Active,273.6
ACC0006983,CUST001016,Payments,2024-08-24 22:56:36,Active,250.16
ACC0006984,CUST002688,Payments,2024-09-18 07:17:11,Active,7184.66
ACC0006985,CUST008743,Credit,2024-10-22 08:48:29,Active,4943.51
ACC0006986,CUST002339,Savings,2023-07-16 05:10:10,Active,2115.08
ACC0006987,CUST011908,Credit,2026-02-22 06:47:25,Active,344.47
ACC0006988,CUST011290,Savings,2024-11-29 00:12:09,Dormant,983.95
ACC0006989,CUST001152,Payments,2024-06-16 22:38:14,Active,232.26
ACC0006990,CUST010148,Savings,2025-05-29 22:36:21,Active,580.37
ACC0006991,CUST005283,Payments,2023-03-29 13:50:14,Active,208.73
ACC0006992,CUST010102,Credit,2023-12-22 10:51:32,Active,717.53
ACC0006993,CUST008401,Payments,2024-04-05 06:50:00,Active,756.68
ACC0006994,CUST003757,Credit,2022-07-20 07:13:19,Active,555.9
ACC0006995,CUST000360,Savings,2023-06-17 06:38:46,Active,414.85
ACC0006996,CUST003805,Savings,2025-09-27 21:18:15,Active,927.66
ACC0006997,CUST005275,Savings,2025-02-21 18:32:59,Active,1912.06
ACC0006998,CUST006419,Credit,2026-03-27 10:50:25,Active,4204.16
ACC0006999,CUST009538,Credit,2024-10-29 11:30:35,Dormant,526.42
ACC0007000,CUST009802,Credit,2022-04-04 11:23:15,Closed,2040.7
ACC0007001,CUST003519,Credit,2022-11-16 14:59:39,Active,2001.74
ACC0007002,CUST002333,Payments,2023-07-06 18:28:40,Active,1589.17
ACC0007003,CUST007917,Payments,2023-09-19 06:25:12,Dormant,2751.97
ACC0007004,CUST008914,Payments,2026-07-14 08:43:40,Active,1280.82
ACC0007005,CUST007289,Credit,2025-02-15 16:30:09,Closed,1063.94
ACC0007006,CUST007402,Credit,2026-01-07 00:12:10,Active,2031.92
ACC0007007,CUST008401,Payments,2026-05-12 22:30:11,Active,7972.48
ACC0007008,CUST004908,Payments,2024-09-22 03:40:48,Active,218.21
ACC0007009,CUST002882,Savings,2023-10-30 14:16:19,Active,1306.78
ACC0007010,CUST009474,Savings,2024-05-22 04:16:28,Dormant,690.39
ACC0007011,CUST002021,Savings,2025-05-03 05:23:48,Dormant,351.45
ACC0007012,CUST000686,Credit,2023-12-13 16:44:17,Active,1900.65
ACC0007013,CUST000203,Savings,2022-06-19 01:27:13,Closed,776.07
ACC0007014,CUST004741,Savings,2023-10-05 04:53:12,Active,657.49
ACC0007015,CUST005765,Savings,2024-01-21 04:27:20,Active,1539.77
ACC0007016,CUST006508,Savings,2024-12-04 00:20:30,Active,2501.7
ACC0007017,CUST002243,Savings,2024-09-17 19:55:09,Active,347.33
ACC0007018,CUST005127,Savings,2026-06-09 04:29:38,Active,1362.49
ACC0007019,CUST007815,Credit,2025-02-24 13:53:49,Active,4795.38
ACC0007020,CUST003482,Credit,2023-06-28 00:11:24,Dormant,1298.85
ACC0007021,CUST006591,Savings,2025-08-31 09:52:58,Dormant,976.09
ACC0007022,CUST003294,Payments,2024-01-19 17:22:33,Closed,901.1
ACC0007023,CUST010005,Credit,2023-07-28 03:55:56,Closed,132.27
ACC0007024,CUST005323,Savings,2022-04-02 00:18:43,Active,156.39
ACC0007025,CUST009624,Payments,2025-07-25 16:12:42,Active,3006.42
ACC0007026,CUST004057,Savings,2024-11-28 00:20:19,Active,8798.63
ACC0007027,CUST004335,Savings,2022-04-30 05:01:49,Active,5874.93
ACC0007028,CUST009098,Credit,2023-09-26 07:13:29,Active,8174.93
ACC0007029,CUST003556,Payments,2023-12-08 02:04:58,Active,790.89
ACC0007030,CUST008631,Savings,2022-07-21 21:37:46,Active,951.03
ACC0007031,CUST000987,Credit,2025-07-20 14:11:48,Closed,313.39
ACC0007032,CUST010099,Payments,2024-11-11 13:52:28,Active,364.06
ACC0007033,CUST009077,Savings,2023-01-08 14:26:57,Active,2452.2
ACC0007034,CUST006752,Savings,2024-08-12 07:25:39,Dormant,530.11
ACC0007035,CUST005955,Payments,2022-07-28 12:09:39,Active,622.62
ACC0007036,CUST004480,Payments,2024-09-07 12:59:52,Active,795.43
ACC0007037,CUST004036,Payments,2024-10-08 07:42:10,Active,2866.23
ACC0007038,CUST003725,Savings,2022-11-11 19:22:28,Active,1113.86
ACC0007039,CUST008443,Savings,2025-11-24 20:32:51,Dormant,591.46
ACC0007040,CUST002422,Credit,2025-06-14 23:51:57,Active,1117.94
ACC0007041,CUST003290,Payments,2024-07-02 11:48:16,Active,2816.55
ACC0007042,CUST004681,Payments,2025-04-23 06:28:00,Active,581.07
ACC0007043,CUST005737,Savings,2025-09-05 19:48:38,Active,392.3
ACC0007044,CUST003217,Payments,2024-05-03 15:30:06,Active,417.08
ACC0007045,CUST005232,Payments,2024-04-10 15:46:02,Active,8699.45
ACC0007046,CUST009682,Savings,2023-11-30 21:36:37,Active,498.62
ACC0007047,CUST003243,Savings,2023-01-27 21:27:08,Dormant,1117.74
ACC0007048,CUST002082,Payments,2024-07-20 07:09:10,Active,150.93
ACC0007049,CUST009486,Credit,2022-09-18 11:52:43,Active,12462.83
ACC0007050,CUST003241,Payments,2022-02-24 16:24:52,Active,591.58
ACC0007051,CUST008489,Payments,2023-01-24 13:39:39,Active,1827.92
ACC0007052,CUST011429,Payments,2022-06-23 01:12:53,Active,994.25
ACC0007053,CUST006235,Credit,2024-12-18 03:48:50,Active,505.82
ACC0007054,CUST006557,Payments,2022-10-06 09:58:02,Active,2251.2
ACC0007055,CUST008295,Payments,2023-05-08 07:52:52,Active,586.05
ACC0007056,CUST001505,Payments,2023-12-23 14:32:33,Active,3017.17
ACC0007057,CUST001073,Savings,2024-07-11 12:15:14,Active,17040.46
ACC0007058,CUST002181,Payments,2022-09-28 18:22:16,Active,2736.42
ACC0007059,CUST005158,Payments,2025-09-17 20:22:58,Closed,454.25
ACC0007060,CUST010079,Savings,2022-07-25 16:30:53,Dormant,867.21
ACC0007061,CUST007202,Credit,2022-06-16 12:52:33,Active,188.55
ACC0007062,CUST010312,Savings,2022-09-20 21:56:56,Closed,98.97
ACC0007063,CUST004726,Savings,2022-07-17 19:39:25,Active,275.96
ACC0007064,CUST009674,Credit,2022-08-29 16:37:28,Dormant,1165.2
ACC0007065,CUST008570,Payments,2025-05-27 11:38:04,Active,1561.08
ACC0007066,CUST001208,Savings,2024-10-26 08:43:45,Dormant,1530.65
ACC0007067,CUST006267,Payments,2022-02-20 19:35:13,Active,1824.74
ACC0007068,CUST007609,Savings,2024-09-19 11:14:47,Active,1291.34
ACC0007069,CUST004595,Savings,2022-12-16 02:50:33,Active,2548.44
ACC0007070,CUST009252,Credit,2022-05-15 03:05:32,Active,1328.03
ACC0007071,CUST004985,Savings,2023-12-30 19:54:59,Active,495.39
ACC0007072,CUST008517,Payments,2025-10-11 19:27:11,Active,2686.06
ACC0007073,CUST008595,Credit,2026-06-21 00:37:38,Closed,339.48
ACC0007074,CUST002649,Payments,2022-05-11 02:25:30,Active,411.83
ACC0007075,CUST000790,Payments,2024-06-02 23:13:11,Active,9512.39
ACC0007076,CUST010533,Credit,2024-04-16 16:34:38,Active,371.97
ACC0007077,CUST010058,Savings,2022-08-29 10:05:48,Active,2708.0
ACC0007078,CUST011441,Credit,2024-10-02 22:56:25,Active,1998.28
ACC0007079,CUST000689,Payments,2024-09-11 10:48:44,Active,333.16
ACC0007080,CUST008387,Payments,2022-02-23 17:00:23,Active,18833.54
ACC0007081,CUST001593,Savings,2026-04-01 15:40:58,Active,827.79
ACC0007082,CUST005813,Payments,2022-04-09 03:33:25,Active,726.11
ACC0007083,CUST009723,Savings,2022-06-02 10:01:18,Active,759.82
ACC0007084,CUST003044,Payments,2024-04-30 02:15:23,Active,1784.32
ACC0007085,CUST004494,Payments,2026-07-06 21:13:57,Active,528.51
ACC0007086,CUST005894,Savings,2024-12-08 13:25:32,Active,248.75
ACC0007087,CUST005514,Payments,2025-01-31 18:58:44,Active,2214.66
ACC0007088,CUST000243,Payments,2026-06-09 06:21:27,Active,293.91
ACC0007089,CUST004474,Payments,2022-04-10 03:24:48,Active,237.59
ACC0007090,CUST010143,Payments,2025-05-08 21:57:51,Active,560.78
ACC0007091,CUST001117,Savings,2026-03-22 22:24:01,Active,13068.27
ACC0007092,CUST004178,Savings,2025-08-09 19:47:14,Active,713.77
ACC0007093,CUST007303,Savings,2022-12-28 11:47:35,Active,6310.4
ACC0007094,CUST004603,Savings,2026-03-19 09:59:40,Closed,965.27
ACC0007095,CUST008269,Payments,2024-02-13 07:30:28,Active,1196.0
ACC0007096,CUST003209,Payments,2023-06-30 17:31:28,Active,1387.73
ACC0007097,CUST002280,Credit,2022-12-16 23:27:54,Active,564.64
ACC0007098,CUST011080,Payments,2024-08-11 23:19:29,Active,1124.38
ACC0007099,CUST009026,Credit,2022-09-25 11:19:02,Active,1946.57
ACC0007100,CUST003592,Payments,2026-06-27 14:33:20,Active,1360.26
ACC0007101,CUST001198,Savings,2023-02-19 19:25:09,Active,560.98
ACC0007102,CUST005271,Savings,2024-07-21 17:19:02,Active,2963.1
ACC0007103,CUST009298,Savings,2022-03-11 17:01:59,Active,143.71
ACC0007104,CUST007356,Payments,2022-08-09 08:50:59,Active,2148.64
ACC0007105,CUST008417,Credit,2025-12-14 13:59:14,Active,1693.69
ACC0007106,CUST006310,Savings,2026-06-05 10:53:37,Dormant,1194.97
ACC0007107,CUST010946,Savings,2023-11-27 22:25:23,Active,3707.22
ACC0007108,CUST001438,Credit,2023-08-19 05:59:45,Active,1650.56
ACC0007109,CUST009762,Payments,2025-01-01 15:47:18,Active,55.76
ACC0007110,CUST011601,Savings,2023-03-02 08:27:41,Active,2572.79
ACC0007111,CUST010134,Credit,2023-04-27 00:48:33,Active,1109.06
ACC0007112,CUST003365,Credit,2024-11-29 15:38:05,Active,1252.78
ACC0007113,CUST011493,Payments,2024-04-01 05:24:34,Active,1421.8
ACC0007114,CUST011573,Credit,2023-08-18 16:10:53,Active,1219.92
ACC0007115,CUST010133,Payments,2023-11-25 21:11:58,Active,334.73
ACC0007116,CUST003815,Savings,2025-12-03 05:37:15,Active,585.4
ACC0007117,CUST009557,Savings,2022-12-30 20:32:40,Active,2726.7
ACC0007118,CUST010286,Savings,2023-02-07 11:47:02,Active,1064.17
ACC0007119,CUST002354,Payments,2022-03-05 20:01:08,Dormant,1313.9
ACC0007120,CUST003107,Payments,2022-11-17 03:59:17,Active,2223.61
ACC0007121,CUST009061,Payments,2022-05-03 23:31:42,Dormant,861.41
ACC0007122,CUST009715,Payments,2024-11-19 17:50:08,Dormant,3466.1
ACC0007123,CUST007593,Payments,2023-04-13 07:00:33,Dormant,1387.56
ACC0007124,CUST006495,Savings,2025-02-19 08:54:50,Closed,341.22
ACC0007125,CUST011539,Savings,2023-12-15 08:05:31,Active,775.77
ACC0007126,CUST004087,Savings,2025-06-03 02:08:07,Closed,723.37
ACC0007127,CUST008641,Savings,2025-10-26 09:53:15,Active,1176.52
ACC0007128,CUST011454,Payments,2022-02-10 22:04:30,Active,352.48
ACC0007129,CUST003115,Credit,2022-12-28 14:21:33,Dormant,7199.12
ACC0007130,CUST000860,Payments,2025-11-18 04:11:54,Active,2616.77
ACC0007131,CUST001970,Payments,2025-01-08 21:22:42,Active,1412.4
ACC0007132,CUST008003,Payments,2022-02-20 12:14:58,Active,1217.1
ACC0007133,CUST003377,Credit,2026-04-12 04:00:33,Closed,3022.99
ACC0007134,CUST008566,Savings,2025-11-24 01:45:36,Active,220.62
ACC0007135,CUST005762,Payments,2023-11-17 14:44:32,Closed,1514.6
ACC0007136,CUST010328,Credit,2024-04-23 13:51:17,Active,304.19
ACC0007137,CUST007831,Savings,2026-07-10 08:03:30,Active,2820.55
ACC0007138,CUST007101,Savings,2026-07-29 20:07:50,Closed,443.77
ACC0007139,CUST002582,Payments,2024-12-11 10:09:59,Active,1515.97
ACC0007140,CUST003905,Payments,2024-08-29 19:15:31,Active,8432.45
ACC0007141,CUST002794,Payments,2026-06-03 12:21:15,Closed,3547.34
ACC0007142,CUST000741,Payments,2023-01-23 19:09:41,Active,376.27
ACC0007143,CUST003623,Credit,2024-10-14 18:51:14,Dormant,1387.39
ACC0007144,CUST011396,Payments,2025-01-10 00:11:34,Active,1181.01
ACC0007145,CUST009688,Payments,2023-06-25 19:12:34,Active,1036.81
ACC0007146,CUST002828,Payments,2022-09-25 22:58:41,Active,6356.51
ACC0007147,CUST004386,Savings,2024-09-05 16:14:15,Closed,1031.16
ACC0007148,CUST008690,Payments,2026-03-21 22:45:04,Active,12192.51
ACC0007149,CUST000941,Payments,2022-02-28 06:48:04,Closed,560.71
ACC0007150,CUST008651,Payments,2023-07-24 17:27:10,Dormant,1193.53
ACC0007151,CUST006541,Credit,2025-10-05 11:19:14,Active,1116.77
ACC0007152,CUST008545,Savings,2022-09-25 14:20:38,Closed,1484.37
ACC0007153,CUST000072,Savings,2025-11-12 06:28:48,Active,2564.59
ACC0007154,CUST011216,Savings,2024-06-11 23:22:06,Active,4348.67
ACC0007155,CUST008085,Credit,2022-04-07 14:34:34,Active,995.07
ACC0007156,CUST002062,Payments,2022-10-10 07:22:28,Active,899.82
ACC0007157,CUST010105,Credit,2022-05-07 23:15:58,Active,1027.53
ACC0007158,CUST000353,Payments,2023-04-18 11:03:52,Active,2932.89
ACC0007159,CUST001997,Credit,2023-02-19 00:17:39,Dormant,305.2
ACC0007160,CUST009486,Savings,2023-10-06 17:39:33,Active,686.11
ACC0007161,CUST010136,Credit,2024-07-25 17:01:20,Active,7341.79
ACC0007162,CUST001174,Savings,2022-09-05 19:37:11,Active,120.32
ACC0007163,CUST008149,Payments,2026-07-29 16:29:32,Active,2837.44
ACC0007164,CUST009705,Savings,2022-03-10 01:35:25,Active,3848.91
ACC0007165,CUST001183,Payments,2025-04-20 01:42:50,Active,2996.89
ACC0007166,CUST000897,Savings,2023-09-25 11:15:17,Active,643.06
ACC0007167,CUST002735,Payments,2022-12-23 00:51:48,Active,3244.75
ACC0007168,CUST002655,Credit,2022-12-16 15:58:50,Active,2092.71
ACC0007169,CUST002729,Payments,2025-08-06 00:50:45,Active,2014.02
ACC0007170,CUST009518,Savings,2025-02-06 14:55:18,Active,347.67
ACC0007171,CUST002469,Credit,2025-04-28 00:16:55,Active,830.53
ACC0007172,CUST006374,Savings,2022-01-01 08:59:31,Active,1212.27
ACC0007173,CUST004015,Savings,2026-01-14 22:34:51,Active,16056.95
ACC0007174,CUST003837,Savings,2024-12-28 17:57:20,Active,305.3
ACC0007175,CUST010893,Savings,2022-06-22 17:22:02,Active,1005.75
ACC0007176,CUST003829,Payments,2024-07-05 16:03:07,Dormant,1663.52
ACC0007177,CUST002690,Credit,2025-07-30 21:28:22,Active,1137.55
ACC0007178,CUST002733,Credit,2024-06-01 19:35:53,Closed,1303.9
ACC0007179,CUST011121,Savings,2025-02-10 11:11:23,Active,199.29
ACC0007180,CUST010028,Credit,2024-05-06 11:00:55,Active,1473.68
ACC0007181,CUST006596,Credit,2022-04-10 10:45:13,Active,357.79
ACC0007182,CUST006605,Payments,2024-07-03 18:36:29,Dormant,1038.6
ACC0007183,CUST006205,Payments,2025-06-10 06:29:26,Active,1015.14
ACC0007184,CUST007041,Savings,2024-05-04 14:37:30,Active,4523.31
ACC0007185,CUST008086,Payments,2026-07-20 20:34:43,Active,90.49
ACC0007186,CUST000709,Payments,2024-01-24 00:25:36,Active,120.17
ACC0007187,CUST009669,Payments,2025-02-18 01:25:17,Active,562.04
ACC0007188,CUST009066,Savings,2023-07-28 06:19:33,Active,2811.81
ACC0007189,CUST011492,Savings,2022-01-05 18:45:26,Dormant,1522.5
ACC0007190,CUST005133,Payments,2023-09-05 13:21:09,Active,1082.87
ACC0007191,CUST000033,Payments,2025-05-02 23:55:04,Active,4602.48
ACC0007192,CUST004474,Savings,2022-06-13 16:22:44,Active,466.92
ACC0007193,CUST004778,Savings,2022-11-03 18:05:41,Active,606.42
ACC0007194,CUST007337,Credit,2023-10-28 02:35:56,Dormant,1946.75
ACC0007195,CUST002149,Payments,2025-12-27 09:16:11,Active,1586.53
ACC0007196,CUST000949,Savings,2024-04-07 06:06:02,Active,524.24
ACC0007197,CUST001822,Payments,2022-04-15 05:04:01,Active,619.76
ACC0007198,CUST008213,Credit,2025-07-11 16:49:02,Active,489.72
ACC0007199,CUST001765,Credit,2024-07-29 19:06:26,Closed,283.09
ACC0007200,CUST007612,Payments,2024-01-10 05:58:35,Active,608.67
ACC0007201,CUST008518,Payments,2023-03-21 21:20:33,Active,132.23
ACC0007202,CUST006824,Payments,2025-07-22 21:21:06,Closed,941.85
ACC0007203,CUST000614,Payments,2026-03-22 11:05:13,Active,901.26
ACC0007204,CUST001369,Savings,2025-08-07 16:09:57,Active,1225.7
ACC0007205,CUST010041,Payments,2022-05-07 15:51:48,Closed,4077.15
ACC0007206,CUST007458,Payments,2023-07-06 06:34:37,Active,960.85
ACC0007207,CUST009031,Payments,2025-11-24 11:28:11,Closed,443.73
ACC0007208,CUST011287,Credit,2024-04-16 21:00:09,Active,836.97
ACC0007209,CUST004912,Payments,2024-11-03 09:19:29,Active,377.73
ACC0007210,CUST010768,Payments,2023-07-04 19:01:25,Active,1801.94
ACC0007211,CUST005106,Payments,2024-02-20 16:58:47,Active,2525.33
ACC0007212,CUST010852,Payments,2022-05-03 05:19:59,Active,2617.24
ACC0007213,CUST008141,Payments,2023-08-20 14:44:49,Active,4371.04
ACC0007214,CUST002673,Credit,2025-12-12 23:08:59,Active,206.64
ACC0007215,CUST000130,Credit,2025-12-20 18:03:05,Active,657.59
ACC0007216,CUST010986,Payments,2025-10-16 05:05:26,Closed,17720.21
ACC0007217,CUST004646,Payments,2025-04-27 08:57:43,Closed,3203.66
ACC0007218,CUST010351,Payments,2022-05-24 01:27:58,Active,1876.83
ACC0007219,CUST002162,Payments,2023-01-05 18:21:44,Active,961.06
ACC0007220,CUST005508,Credit,2025-01-09 06:31:58,Active,4045.28
ACC0007221,CUST002170,Savings,2022-11-01 23:29:39,Active,784.84
ACC0007222,CUST001431,Payments,2025-11-26 19:51:36,Dormant,614.88
ACC0007223,CUST006608,Payments,2024-10-15 14:37:47,Active,1431.75
ACC0007224,CUST005306,Payments,2022-03-09 11:02:11,Closed,981.56
ACC0007225,CUST002952,Payments,2024-07-04 19:17:33,Active,533.77
ACC0007226,CUST004034,Savings,2023-10-21 23:32:24,Active,585.31
