transaction_id,customer_id,transaction_date,product_type,transaction_type,revenue,cost
TXN0001907,CUST003282,2026-03-18 09:14:05,Payments,Interchange,17.59,4.93
TXN0001908,CUST007185,2026-07-15 21:15:21,Credit,Fee,24.29,9.3
TXN0001909,CUST009572,2026-08-28 15:55:37,Payments,Interchange,25.98,4.84
TXN0001910,CUST007505,2025-12-20 20:59:56,Credit,Interest Expense,21.79,8.57
TXN0001911,CUST009122,2025-08-25 11:51:51,Payments,Interest Expense,14.02,6.48
TXN0001912,CUST004199,2026-05-26 14:32:55,Credit,Fee,-5.0,5.41
TXN0001913,CUST005620,2025-07-06 01:56:28,Payments,FX,-0.05,9.34
TXN0001914,CUST005816,2026-04-21 19:47:58,Payments,Other,2.15,11.63
TXN0001915,CUST011558,2025-09-29 08:25:03,Payments,Interest Income,13.09,8.08
TXN0001916,CUST002026,2026-05-02 04:47:38,Payments,Interchange,22.47,6.29
TXN0001917,CUST007505,2025-10-22 12:45:47,Payments,Other,31.33,20.32
TXN0001918,CUST000073,2025-12-28 06:17:24,Savings,Interchange,26.12,7.83
TXN0001919,CUST010781,2025-10-10 19:07:46,Credit,Interest Expense,7.93,0.0
TXN0001920,CUST002393,2025-03-01 06:15:47,Payments,Fee,26.59,0.53
TXN0001921,CUST006147,2025-07-29 00:13:19,Payments,Interest Income,-4.66,7.34
TXN0001922,CUST009064,2026-01-27 17:07:21,Payments,Fee,29.35,14.72
TXN0001923,CUST007512,2026-03-21 20:08:40,Credit,Fee,0.99,0.0
TXN0001924,CUST002498,2026-07-05 06:22:14,Credit,Fee,-0.09,7.13
TXN0001925,CUST003260,2026-03-07 15:23:29,Credit,Other,35.77,0.0
TXN0001926,CUST006865,2025-05-27 11:19:26,Credit,FX,19.46,8.14
TXN0001927,CUST008342,2025-09-01 22:18:50,Savings,Interest Income,6.14,2.26
TXN0001928,CUST010185,2026-08-26 18:00:06,Payments,Other,-3.37,0.0
TXN0001929,CUST005204,2025-09-06 17:19:21,Payments,Interest Income,22.48,5.69
TXN0001930,CUST006729,2026-04-15 17:13:07,Payments,Interest Expense,10.58,0.0
TXN0001931,CUST007729,2026-05-12 04:48:42,Payments,Interchange,5.96,0.46
TXN0001932,CUST004514,2025-01-31 20:34:48,Savings,Interchange,9.33,13.21
TXN0001933,CUST006037,2025-09-04 06:10:46,Savings,Interest Income,20.32,18.06
TXN0001934,CUST001736,2026-07-04 10:50:14,Payments,Other,18.27,0.0
TXN0001935,CUST008425,2025-07-21 03:57:15,Savings,Interchange,11.59,0.0
TXN0001936,CUST009040,2026-08-29 09:39:40,Savings,Interchange,-2.68,8.61
TXN0001937,CUST001935,2025-06-23 09:11:29,Savings,Interchange,34.79,9.69
TXN0001938,CUST007123,2025-02-24 15:40:36,Credit,Fee,25.84,16.88
TXN0001939,CUST010269,2025-02-15 03:17:07,Credit,Interchange,31.09,12.06
TXN0001940,CUST010538,2025-08-03 19:51:06,Payments,Other,16.89,6.89
TXN0001941,CUST008399,2025-12-30 04:22:36,Credit,Interchange,5.95,6.63
TXN0001942,CUST004735,2025-11-01 23:10:34,Savings,Interchange,2.54,6.85
TXN0001943,CUST004139,2025-09-08 07:58:09,Savings,Fee,23.89,0.69
TXN0001944,CUST001594,2025-07-11 00:39:07,Savings,Interchange,8.1,9.99
TXN0001945,CUST007566,2025-10-19 03:42:55,Payments,Fee,4.99,0.0
TXN0001946,CUST008264,2025-06-12 22:46:00,Savings,Interchange,7.44,0.41
TXN0001947,CUST000205,2026-05-20 10:55:00,Payments,Interchange,-5.0,8.17
TXN0001948,CUST010582,2025-10-14 04:11:17,Savings,Interchange,10.09,8.94
TXN0001949,CUST005211,2025-11-16 14:18:31,Savings,Interest Income,17.56,0.0
TXN0001950,CUST008702,2026-07-13 04:40:05,Savings,Fee,23.32,8.5
TXN0001951,CUST004871,2026-03-10 06:41:05,Payments,Interchange,10.95,0.0
TXN0001952,CUST008645,2026-03-16 00:38:54,Savings,Other,13.14,0.0
TXN0001953,CUST005010,2025-04-02 02:49:11,Payments,Interchange,36.24,6.04
TXN0001954,CUST004601,2026-02-22 18:17:53,Credit,Interest Income,8.47,4.49
TXN0001955,CUST005565,2026-07-29 23:59:21,Savings,FX,34.9,2.96
TXN0001956,CUST007969,2025-02-15 18:07:57,Payments,Interest Expense,4.4,1.55
TXN0001957,CUST003648,2026-01-07 19:29:08,Payments,Interest Income,27.02,8.99
TXN0001958,CUST007287,2026-04-03 23:14:01,Credit,Interest Income,22.5,5.45
TXN0001959,CUST009262,2026-06-23 03:34:18,Savings,FX,31.05,11.81
TXN0001960,CUST005077,2025-04-20 00:45:26,Credit,Interest Expense,10.58,5.93
TXN0001961,CUST003994,2025-05-17 00:52:57,Payments,Interchange,18.63,12.11
TXN0001962,CUST007787,2026-06-14 23:39:14,Payments,Interest Income,27.3,0.0
TXN0001963,CUST003696,2025-11-07 15:23:45,Payments,Other,41.34,0.44
TXN0001964,CUST008926,2025-09-14 13:09:50,Payments,Interchange,20.96,2.56
TXN0001965,CUST002420,2026-03-20 03:46:41,Savings,FX,13.98,0.0
TXN0001966,CUST008233,2026-06-29 01:09:26,Payments,Other,13.75,7.97
TXN0001967,CUST011102,2026-03-22 16:05:25,Payments,Interest Expense,18.93,12.32
TXN0001968,CUST000774,2026-03-30 15:48:39,Payments,Fee,4.69,0.06
TXN0001969,CUST004247,2025-02-22 05:39:14,Payments,Interest Expense,8.76,6.82
TXN0001970,CUST009307,2025-10-03 17:44:39,Payments,Interest Expense,19.73,10.3
TXN0001971,CUST001638,2025-05-13 16:13:22,Credit,FX,34.02,5.13
TXN0001972,CUST004794,2025-10-31 11:20:00,Payments,FX,1.59,8.97
TXN0001973,CUST009598,2025-02-06 11:10:59,Payments,FX,14.31,5.41
TXN0001974,CUST009570,2026-02-17 17:57:56,Payments,Interchange,11.49,7.02
TXN0001975,CUST011433,2025-07-31 14:50:20,Payments,Other,5.58,1.97
TXN0001976,CUST006345,2026-08-27 19:10:24,Savings,FX,27.69,1.95
TXN0001977,CUST005069,2025-06-04 05:58:21,Savings,Interest Income,-4.47,4.99
TXN0001978,CUST006749,2026-07-05 16:57:58,Credit,Fee,11.8,7.05
TXN0001979,CUST004715,2026-02-09 23:40:58,Credit,Interchange,-4.98,9.67
TXN0001980,CUST004893,2026-01-21 07:44:15,Credit,FX,16.82,6.28
TXN0001981,CUST000586,2026-07-19 09:08:55,Payments,Interest Income,6.59,3.37
TXN0001982,CUST010581,2025-11-01 00:07:30,Payments,Interchange,23.12,15.02
TXN0001983,CUST010247,2025-04-22 06:13:38,Payments,Interest Income,16.43,7.52
TXN0001984,CUST008716,2025-06-03 10:24:55,Payments,Interchange,7.62,6.12
TXN0001985,CUST004606,2026-06-03 15:37:37,Payments,Fee,8.05,0.0
TXN0001986,CUST005395,2026-04-04 18:44:11,Payments,Fee,-5.0,7.61
TXN0001987,CUST009624,2025-11-09 21:19:19,Credit,Interest Income,26.13,3.24
TXN0001988,CUST002865,2025-09-28 01:40:10,Credit,Interest Expense,26.18,0.0
TXN0001989,CUST001331,2026-06-21 16:08:55,Savings,Interest Expense,-4.79,12.01
TXN0001990,CUST009115,2025-05-28 15:14:59,Credit,Fee,31.56,0.0
TXN0001991,CUST000613,2025-10-02 19:04:33,Payments,Interchange,13.53,0.86
TXN0001992,CUST006683,2025-10-09 06:15:59,Payments,FX,6.15,5.66
TXN0001993,CUST004865,2026-08-09 21:42:39,Savings,FX,12.6,0.04
TXN0001994,CUST005696,2025-11-22 20:45:08,Savings,Interchange,21.45,2.37
TXN0001995,CUST001775,2026-08-28 11:49:46,Payments,Interchange,15.74,0.0
TXN0001996,CUST000605,2025-05-25 04:30:46,Credit,Fee,19.68,0.0
TXN0001997,CUST008560,2025-06-27 01:29:39,Credit,Interchange,-0.73,8.74
TXN0001998,CUST001124,2026-02-06 06:27:50,Payments,FX,21.68,11.69
TXN0001999,CUST004020,2026-07-15 17:25:53,Payments,Interchange,4.66,1.48
TXN0002000,CUST002392,2025-01-29 19:13:50,Payments,Interchange,22.47,3.96
TXN0002001,CUST008554,2026-03-12 06:00:31,Payments,Interest Income,12.73,0.0
TXN0002002,CUST009564,2025-11-14 23:47:15,Savings,Interchange,25.62,9.99
TXN0002003,CUST000686,2026-03-27 15:08:55,Savings,Interchange,-0.34,10.32
TXN0002004,CUST008751,2026-04-25 11:17:43,Credit,Fee,10.07,5.01
TXN0002005,CUST002767,2025-04-20 22:10:28,Savings,Fee,3.65,15.9
TXN0002006,CUST002405,2026-03-06 21:06:08,Payments,Interchange,-1.9,3.39
TXN0002007,CUST010400,2026-04-26 06:57:50,Payments,FX,19.64,0.0
TXN0002008,CUST004355,2025-12-30 14:22:37,Payments,FX,24.47,0.0
TXN0002009,CUST005957,2026-06-13 07:22:23,Savings,Fee,1.71,1.61
TXN0002010,CUST010411,2026-01-30 19:17:20,Credit,Interchange,19.33,4.99
TXN0002011,CUST005408,2025-10-04 14:01:30,Savings,Interest Income,24.26,1.45
TXN0002012,CUST006665,2026-04-25 16:49:33,Payments,Fee,36.74,1.74
TXN0002013,CUST003364,2025-12-26 09:03:11,Payments,Interchange,1.12,14.65
TXN0002014,CUST001096,2026-03-30 02:58:59,Payments,Interest Expense,30.69,11.83
TXN0002015,CUST000357,2025-09-04 15:49:00,Payments,Interest Income,6.9,5.91
TXN0002016,CUST004069,2025-03-21 13:07:40,Payments,Interest Income,27.64,13.49
TXN0002017,CUST002117,2025-09-26 00:56:54,Savings,Interchange,13.69,8.6
TXN0002018,CUST005855,2025-05-09 08:28:14,Payments,FX,26.73,13.52
TXN0002019,CUST009348,2026-07-30 15:54:39,Payments,Fee,34.74,0.0
TXN0002020,CUST008567,2026-08-02 18:30:07,Savings,FX,15.41,4.48
TXN0002021,CUST004446,2025-09-18 17:39:38,Savings,Interchange,7.48,11.08
TXN0002022,CUST011323,2025-06-19 07:17:25,Credit,Interchange,15.66,7.36
TXN0002023,CUST003469,2025-05-10 13:42:44,Credit,Fee,22.99,3.28
TXN0002024,CUST009918,2026-07-11 17:39:05,Payments,Fee,22.84,5.45
TXN0002025,CUST004094,2026-01-01 06:25:54,Payments,Other,12.92,13.44
TXN0002026,CUST000981,2025-11-06 22:01:03,Savings,Fee,24.3,0.0
TXN0002027,CUST011479,2026-08-02 22:23:53,Savings,Interchange,-1.11,0.0
TXN0002028,CUST003690,2025-07-14 18:59:26,Payments,Interest Income,35.74,6.33
TXN0002029,CUST002552,2026-05-07 10:16:14,Savings,Interest Expense,17.74,0.0
TXN0002030,CUST011078,2026-04-19 10:23:24,Payments,Fee,0.4,5.1
TXN0002031,CUST000788,2025-01-26 17:51:12,Payments,Interest Expense,21.58,3.66
TXN0002032,CUST003269,2026-01-04 10:40:13,Payments,Interchange,3.2,2.21
TXN0002033,CUST010767,2025-04-06 17:23:10,Credit,Interchange,9.98,7.26
TXN0002034,CUST007707,2025-01-27 23:18:12,Payments,Interchange,-5.0,4.58
TXN0002035,CUST003624,2025-06-14 07:56:04,Payments,Interest Income,3.94,4.18
TXN0002036,CUST010115,2025-10-21 09:41:11,Savings,Other,-3.38,15.57
TXN0002037,CUST007721,2026-06-10 03:29:23,Savings,FX,28.91,1.7
TXN0002038,CUST005860,2025-09-10 06:00:52,Savings,Fee,-0.36,4.77
TXN0002039,CUST005274,2025-12-01 18:31:17,Payments,Fee,13.18,4.09
TXN0002040,CUST003890,2025-07-08 16:13:58,Credit,Fee,20.28,3.84
TXN0002041,CUST000334,2025-08-25 17:27:28,Savings,Fee,18.38,8.6
TXN0002042,CUST001909,2025-12-13 23:19:02,Payments,Fee,20.18,10.16
TXN0002043,CUST006779,2025-05-27 13:10:26,Credit,Interchange,30.2,2.66
TXN0002044,CUST005290,2026-07-22 20:05:38,Credit,Interest Expense,6.59,8.45
TXN0002045,CUST010439,2026-01-18 07:26:34,Payments,Fee,3.9,0.0
TXN0002046,CUST005314,2026-05-05 01:38:42,Savings,Fee,30.91,0.0
TXN0002047,CUST007643,2025-01-18 08:09:44,Payments,Fee,-0.73,11.15
TXN0002048,CUST000151,2025-12-29 12:45:08,Savings,FX,18.28,7.05
TXN0002049,CUST008549,2026-06-27 05:05:28,Credit,Fee,11.42,0.79
TXN0002050,CUST008186,2026-06-18 16:10:07,Credit,Interchange,8.59,5.07
TXN0002051,CUST005207,2025-10-28 19:51:46,Payments,Fee,29.82,8.35
TXN0002052,CUST007548,2025-01-22 06:07:37,Payments,Interest Income,10.8,0.0
TXN0002053,CUST005237,2025-11-14 20:34:32,Credit,Fee,5.11,9.0
TXN0002054,CUST001003,2026-03-28 05:47:19,Payments,Interest Income,9.06,8.71
TXN0002055,CUST004313,2026-02-18 23:46:56,Savings,Interchange,1.72,0.0
TXN0002056,CUST000935,2026-05-11 13:55:03,Credit,FX,27.38,1.41
TXN0002057,CUST009233,2025-07-13 00:37:25,Payments,Fee,8.08,0.0
TXN0002058,CUST009514,2026-01-07 00:35:38,Payments,Interest Income,18.52,8.94
TXN0002059,CUST004084,2026-04-02 08:37:48,Credit,Interest Expense,20.41,13.17
TXN0002060,CUST000695,2026-03-01 20:31:58,Payments,Interest Income,8.22,12.0
TXN0002061,CUST004963,2026-06-12 18:26:18,Payments,Fee,19.17,10.68
TXN0002062,CUST008739,2026-07-22 19:05:29,Savings,Other,38.27,5.43
TXN0002063,CUST004883,2025-10-05 20:06:33,Payments,Fee,17.19,1.27
TXN0002064,CUST003657,2026-01-17 09:24:02,Credit,Interest Income,1.58,3.38
TXN0002065,CUST001487,2026-07-06 12:54:50,Payments,Fee,6.91,11.5
TXN0002066,CUST006817,2025-06-06 18:51:13,Credit,FX,16.4,2.33
TXN0002067,CUST004522,2025-01-22 10:10:07,Payments,Fee,19.42,4.29
TXN0002068,CUST003062,2026-01-21 07:44:18,Savings,Fee,23.65,2.07
TXN0002069,CUST003019,2025-07-19 04:32:32,Payments,Interchange,32.73,3.8
TXN0002070,CUST003998,2026-07-31 15:01:18,Credit,Interest Expense,14.69,1.78
TXN0002071,CUST002040,2025-04-30 19:09:19,Payments,FX,23.2,4.7
TXN0002072,CUST008967,2025-10-30 17:12:15,Savings,Interest Income,15.92,4.17
TXN0002073,CUST004330,2026-06-03 20:34:37,Savings,Interchange,4.44,11.18
TXN0002074,CUST003945,2026-04-26 22:41:16,Credit,Interest Income,6.31,5.56
TXN0002075,CUST002675,2026-01-25 06:52:38,Payments,Interchange,5.17,0.0
TXN0002076,CUST004334,2026-04-18 15:17:12,Payments,Fee,6.64,10.44
TXN0002077,CUST000579,2026-05-20 12:18:41,Payments,FX,0.73,8.01
TXN0002078,CUST007631,2025-02-21 04:22:54,Payments,FX,16.43,0.33
TXN0002079,CUST007111,2026-03-30 07:40:14,Savings,Interest Expense,26.98,11.7
TXN0002080,CUST003772,2026-05-17 22:28:03,Credit,Fee,30.54,14.68
TXN0002081,CUST010575,2025-03-14 02:19:14,Payments,Interchange,15.55,2.32
TXN0002082,CUST004813,2025-03-19 11:19:22,Credit,Interest Expense,3.68,0.0
TXN0002083,CUST006338,2026-06-28 13:02:24,Credit,Fee,11.43,10.5
TXN0002084,CUST008797,2026-08-17 21:19:34,Payments,Interest Income,41.56,2.45
TXN0002085,CUST007645,2025-07-24 13:27:54,Payments,Interest Income,30.34,2.41
TXN0002086,CUST010912,2025-07-29 18:01:48,Payments,Interest Income,3.92,8.84
TXN0002087,CUST002660,2026-04-08 11:28:26,Credit,Fee,2.55,0.0
TXN0002088,CUST003579,2025-09-10 01:09:11,Savings,Interest Expense,0.68,13.6
TXN0002089,CUST002493,2025-06-10 01:59:20,Payments,Fee,17.42,8.39
TXN0002090,CUST000284,2025-06-06 12:44:00,Payments,Other,25.76,0.0
TXN0002091,CUST008434,2025-07-30 16:33:53,Payments,FX,16.8,0.0
TXN0002092,CUST000386,2026-06-07 14:49:38,Credit,Fee,10.06,10.33
TXN0002093,CUST006014,2026-04-12 18:16:32,Credit,Fee,23.05,0.0
TXN0002094,CUST011024,2026-02-16 13:31:53,Payments,Interchange,9.94,4.54
TXN0002095,CUST009371,2026-05-11 13:49:36,Savings,Fee,20.46,1.1
TXN0002096,CUST008780,2026-03-12 20:09:42,Payments,Interchange,10.61,2.15
TXN0002097,CUST010650,2025-06-25 00:01:07,Payments,Interchange,13.99,12.3
TXN0002098,CUST000971,2025-01-24 03:13:05,Credit,Interchange,21.24,4.26
TXN0002099,CUST002694,2026-06-24 23:12:40,Payments,Fee,-3.84,5.62
TXN0002100,CUST000117,2025-07-25 17:17:59,Payments,Fee,43.0,2.74
TXN0002101,CUST002036,2025-02-27 10:47:12,Credit,Interchange,9.69,0.0
TXN0002102,CUST004032,2025-06-17 07:01:50,Savings,Interchange,11.3,6.93
TXN0002103,CUST002145,2025-07-06 20:18:22,Payments,Interchange,18.97,1.36
TXN0002104,CUST002644,2025-05-27 09:20:34,Payments,Other,16.23,0.0
TXN0002105,CUST005160,2025-07-27 17:18:50,Savings,Interchange,24.83,1.18
TXN0002106,CUST010875,2026-03-10 02:00:12,Payments,Fee,22.73,2.42
TXN0002107,CUST001610,2025-05-25 05:27:47,Savings,FX,1.82,5.19
TXN0002108,CUST007554,2026-06-04 05:35:59,Savings,Interchange,14.58,10.24
TXN0002109,CUST008586,2025-12-19 13:09:20,Payments,Fee,-0.45,8.06
TXN0002110,CUST002703,2025-03-16 22:57:33,Credit,Interest Income,12.36,13.17
TXN0002111,CUST004228,2026-03-29 17:25:13,Savings,Fee,38.14,3.24
TXN0002112,CUST009511,2026-03-26 08:39:33,Savings,Fee,20.43,6.1
TXN0002113,CUST009419,2026-05-16 02:53:31,Payments,Interest Expense,12.69,11.83
TXN0002114,CUST004722,2026-03-17 08:14:17,Credit,Fee,-0.25,5.25
TXN0002115,CUST003669,2025-07-26 04:56:28,Payments,Fee,-5.0,0.0
TXN0002116,CUST005276,2026-01-25 05:01:41,Payments,Interchange,10.21,6.85
TXN0002117,CUST011747,2025-06-22 17:25:01,Savings,FX,11.95,0.0
TXN0002118,CUST008367,2025-07-14 09:38:24,Savings,Other,-3.5,6.83
TXN0002119,CUST004149,2026-03-20 23:14:59,Payments,Other,15.91,10.96
TXN0002120,CUST004010,2025-06-15 16:10:53,Payments,Interest Income,10.28,9.94
TXN0002121,CUST005909,2025-03-17 01:44:56,Payments,Interchange,12.05,4.52
TXN0002122,CUST010131,2026-06-20 09:32:12,Credit,Interest Income,14.06,2.19
TXN0002123,CUST009618,2025-02-09 19:44:45,Savings,Interchange,9.19,10.74
TXN0002124,CUST008495,2026-03-18 12:43:57,Savings,Interest Expense,-1.58,6.26
TXN0002125,CUST003296,2026-04-02 03:23:18,Payments,Other,38.75,11.38
TXN0002126,CUST004701,2025-06-02 02:21:02,Credit,Interest Expense,20.54,4.11
TXN0002127,CUST005109,2025-09-05 02:43:41,Credit,Interchange,18.12,1.94
TXN0002128,CUST007426,2025-03-18 17:03:35,Payments,Interchange,27.27,0.55
TXN0002129,CUST009245,2025-04-14 22:30:47,Savings,Interest Expense,29.75,5.18
TXN0002130,CUST002386,2025-09-18 05:45:54,Savings,Fee,7.51,8.78
TXN0002131,CUST004790,2026-03-24 17:15:57,Credit,Interest Expense,13.54,7.09
TXN0002132,CUST003741,2025-08-03 07:10:10,Payments,Fee,-5.0,0.0
TXN0002133,CUST009430,2026-07-11 16:10:26,Savings,Fee,6.72,5.01
TXN0002134,CUST005535,2025-03-15 04:29:56,Payments,Interchange,-2.59,7.82
TXN0002135,CUST011353,2026-07-13 18:17:59,Payments,Interest Expense,14.49,8.67
TXN0002136,CUST006909,2025-04-18 09:41:58,Payments,Interest Expense,5.27,11.48
TXN0002137,CUST005904,2026-08-24 01:17:04,Payments,Interchange,14.1,9.39
TXN0002138,CUST006074,2025-03-09 08:56:55,Savings,FX,23.46,0.0
TXN0002139,CUST002812,2025-11-03 12:26:21,Credit,Other,31.19,7.44
TXN0002140,CUST010116,2025-04-11 12:22:55,Savings,Interchange,16.44,5.71
TXN0002141,CUST001242,2026-04-01 00:35:01,Savings,Interchange,20.58,4.25
TXN0002142,CUST009902,2025-11-01 07:38:48,Savings,Fee,15.09,7.46
TXN0002143,CUST001090,2025-06-14 09:59:42,Savings,Interest Income,9.73,2.45
TXN0002144,CUST011043,2026-07-14 03:42:48,Payments,Interchange,10.3,3.84
TXN0002145,CUST007836,2025-04-01 10:07:34,Savings,Interest Income,17.39,4.32
TXN0002146,CUST008323,2025-03-05 18:32:17,Payments,FX,25.25,0.56
TXN0002147,CUST001030,2026-01-20 14:57:35,Payments,Interest Income,18.84,0.0
TXN0002148,CUST011137,2025-04-10 06:57:12,Savings,Interchange,14.98,0.46
TXN0002149,CUST002886,2026-04-08 19:47:44,Payments,Fee,-0.08,13.85
TXN0002150,CUST007318,2026-08-07 17:13:35,Payments,Interchange,1.85,11.0
TXN0002151,CUST002456,2026-03-30 03:00:44,Credit,Interest Expense,12.94,10.39
TXN0002152,CUST008086,2026-01-09 01:59:57,Credit,Interest Income,8.82,0.0
TXN0002153,CUST008034,2026-01-04 11:15:23,Credit,FX,10.71,4.94
TXN0002154,CUST010439,2025-08-18 17:43:55,Payments,Other,-4.11,6.98
TXN0002155,CUST007381,2025-12-28 16:48:15,Savings,Interchange,15.7,7.64
TXN0002156,CUST007422,2026-01-04 07:03:03,Savings,FX,17.69,0.57
TXN0002157,CUST003669,2025-07-06 03:56:26,Savings,Interchange,-1.19,7.69
TXN0002158,CUST001876,2025-09-11 21:59:17,Savings,Fee,18.57,0.0
TXN0002159,CUST010056,2026-04-23 23:54:57,Payments,Interchange,44.66,7.7
TXN0002160,CUST006827,2025-09-17 07:59:52,Payments,Fee,7.88,9.56
TXN0002161,CUST007833,2026-08-22 05:19:45,Payments,Interest Income,2.78,5.72
TXN0002162,CUST007481,2026-01-03 15:19:42,Credit,Interchange,-1.95,12.27
TXN0002163,CUST011366,2025-11-27 03:36:52,Credit,Other,5.21,0.4
TXN0002164,CUST001445,2025-01-20 17:32:11,Payments,Interchange,9.69,8.9
TXN0002165,CUST005071,2025-02-24 10:40:02,Savings,Interchange,12.58,3.26
TXN0002166,CUST008464,2025-12-04 21:47:20,Payments,Interchange,37.57,3.59
TXN0002167,CUST001384,2025-10-25 05:36:21,Payments,Fee,25.27,2.84
TXN0002168,CUST011267,2025-12-29 07:37:14,Savings,Interchange,29.46,0.0
TXN0002169,CUST008599,2025-05-08 00:59:19,Credit,Interchange,23.27,0.0
TXN0002170,CUST005888,2025-10-23 10:31:17,Credit,Other,-1.64,0.02
TXN0002171,CUST004855,2025-12-20 05:38:51,Payments,FX,16.01,0.0
TXN0002172,CUST011582,2025-09-11 15:38:35,Payments,Fee,18.17,7.71
TXN0002173,CUST004583,2025-11-14 17:37:19,Payments,Fee,4.73,2.66
TXN0002174,CUST001093,2025-08-05 19:08:08,Payments,Interchange,8.43,11.49
TXN0002175,CUST001328,2026-03-06 21:50:08,Credit,Fee,27.41,4.69
TXN0002176,CUST007045,2025-03-18 07:57:57,Savings,Interest Income,28.04,13.79
TXN0002177,CUST009726,2025-01-17 06:26:00,Payments,Interchange,28.87,1.91
TXN0002178,CUST011466,2026-02-18 13:22:13,Payments,Interest Expense,-1.87,2.11
TXN0002179,CUST000412,2025-11-20 10:13:21,Savings,Interchange,24.08,0.33
TXN0002180,CUST009856,2025-05-01 18:56:59,Credit,Other,14.42,7.67
TXN0002181,CUST007974,2025-01-15 12:35:32,Credit,Interchange,18.68,4.97
TXN0002182,CUST010211,2026-02-10 04:33:50,Savings,Fee,13.22,1.84
TXN0002183,CUST005794,2025-01-20 01:30:56,Credit,Interchange,20.21,6.84
TXN0002184,CUST005139,2026-02-12 09:58:56,Credit,Interest Expense,29.35,7.65
TXN0002185,CUST000003,2025-06-01 14:07:15,Payments,Interest Expense,11.32,5.79
TXN0002186,CUST008220,2025-01-31 21:22:43,Credit,Interest Income,23.03,0.0
TXN0002187,CUST007404,2025-11-24 06:47:40,Savings,Interest Expense,7.11,8.47
TXN0002188,CUST008739,2026-04-14 18:48:48,Payments,Fee,13.98,1.34
TXN0002189,CUST011762,2026-02-05 04:58:45,Payments,Interest Income,14.4,9.04
TXN0002190,CUST002017,2026-06-09 04:41:31,Savings,Fee,9.46,12.96
TXN0002191,CUST010178,2025-11-23 12:00:29,Credit,Interest Expense,15.21,0.0
TXN0002192,CUST008438,2025-04-11 01:39:57,Payments,Fee,20.22,7.07
TXN0002193,CUST001735,2026-08-08 08:12:54,Savings,Fee,0.65,1.61
TXN0002194,CUST000683,2026-07-22 03:58:11,Credit,Other,12.0,0.59
TXN0002195,CUST010398,2026-05-08 19:43:09,Payments,FX,12.98,15.12
TXN0002196,CUST003294,2026-04-29 23:27:41,Payments,Fee,10.88,7.82
TXN0002197,CUST010140,2025-11-17 01:21:04,Payments,Fee,8.38,0.0
TXN0002198,CUST007697,2025-07-31 05:44:31,Payments,Interchange,24.57,0.08
TXN0002199,CUST011322,2025-01-07 07:23:28,Payments,FX,11.88,0.99
TXN0002200,CUST003772,2025-05-02 22:52:16,Payments,Fee,5.81,14.64
TXN0002201,CUST009313,2025-12-12 23:13:10,Credit,Interest Income,9.43,10.83
TXN0002202,CUST011789,2025-05-15 16:45:32,Savings,Interchange,4.97,12.02
TXN0002203,CUST002135,2026-01-09 13:44:16,Payments,Interest Income,11.54,11.75
TXN0002204,CUST004333,2026-03-27 21:33:41,Payments,Interchange,11.69,7.14
TXN0002205,CUST008458,2025-07-25 13:57:51,Savings,FX,18.93,12.22
TXN0002206,CUST010623,2026-01-08 05:58:17,Payments,Other,35.1,3.26
TXN0002207,CUST011696,2025-03-19 10:15:53,Payments,Other,25.74,4.32
TXN0002208,CUST007947,2025-04-29 11:08:11,Payments,Interchange,7.26,6.33
TXN0002209,CUST010518,2026-02-11 15:17:20,Payments,Fee,-0.98,3.61
TXN0002210,CUST001770,2026-01-16 06:49:10,Payments,Interchange,3.65,0.0
TXN0002211,CUST010037,2025-10-19 17:30:51,Savings,Interest Income,24.65,0.88
TXN0002212,CUST009502,2025-09-15 00:40:38,Payments,Fee,15.18,16.69
TXN0002213,CUST010219,2025-05-19 17:34:42,Credit,Fee,-5.0,2.27
TXN0002214,CUST009708,2025-06-15 08:34:34,Credit,FX,12.58,0.0
TXN0002215,CUST011794,2026-02-27 23:35:50,Credit,Other,24.71,5.95
TXN0002216,CUST004056,2025-02-11 22:41:13,Payments,FX,8.04,1.46
TXN0002217,CUST000884,2026-08-27 08:42:55,Payments,Interest Expense,11.52,3.78
TXN0002218,CUST000153,2025-01-30 00:34:39,Payments,Interest Income,27.64,4.03
TXN0002219,CUST002846,2026-07-19 20:51:36,Payments,FX,12.66,9.54
TXN0002220,CUST008552,2026-04-03 18:33:57,Savings,Fee,2.87,1.78
TXN0002221,CUST003352,2026-02-16 04:52:23,Credit,FX,10.44,7.5
TXN0002222,CUST007131,2025-03-28 03:27:27,Credit,Other,23.54,4.74
TXN0002223,CUST001971,2025-09-24 09:26:41,Savings,Interchange,9.95,2.59
TXN0002224,CUST003890,2026-02-06 05:43:56,Savings,Other,14.83,7.38
TXN0002225,CUST011383,2026-04-25 11:56:26,Savings,Fee,22.32,1.9
TXN0002226,CUST002384,2025-06-28 21:39:09,Savings,Interchange,21.77,9.85
TXN0002227,CUST011058,2026-05-01 21:53:08,Payments,Fee,11.27,0.0
TXN0002228,CUST007356,2025-06-23 08:57:11,Savings,Fee,7.83,9.35
TXN0002229,CUST006319,2025-05-18 20:01:13,Payments,Interest Income,4.95,0.0
TXN0002230,CUST008733,2026-02-16 23:12:43,Payments,Interest Income,31.88,14.06
TXN0002231,CUST011807,2026-07-24 14:26:35,Savings,Interest Income,22.31,6.26
TXN0002232,CUST005095,2025-04-26 06:13:28,Credit,Interest Income,22.82,9.26
