loan_id,customer_id,origination_date,original_amount,outstanding_balance,days_past_due,risk_band
LOAN0000745,CUST000499,2024-10-28 07:30:31,3000.0,451.9,0,Low
LOAN0000746,CUST003738,2023-12-08 11:56:54,13766.61,5430.47,0,Very High
LOAN0000747,CUST006602,2024-10-26 19:12:15,3000.0,2150.29,0,Medium
LOAN0000748,CUST008916,2023-07-23 05:58:43,12888.06,1344.49,0,Low
LOAN0000749,CUST002192,2023-07-06 20:31:29,3000.0,1671.42,0,Very High
LOAN0000750,CUST010223,2026-04-23 23:38:00,4831.37,330.44,45,Low
LOAN0000751,CUST002432,2026-02-26 04:15:58,8452.84,3860.39,0,High
LOAN0000752,CUST009715,2025-11-24 00:59:34,15332.94,11918.0,0,High
LOAN0000753,CUST005990,2026-04-12 13:48:21,10970.57,3286.11,0,Medium
LOAN0000754,CUST010971,2023-08-20 07:44:07,3000.0,1977.95,0,Medium
LOAN0000755,CUST000233,2026-05-02 17:42:14,12782.73,2342.22,0,Low
LOAN0000756,CUST000214,2025-03-17 08:01:07,17500.4,7172.52,5,Low
LOAN0000757,CUST001289,2024-09-23 02:29:16,9378.65,7304.16,0,Medium
LOAN0000758,CUST008647,2024-12-25 07:56:46,5694.67,4009.62,0,Medium
LOAN0000759,CUST005706,2026-06-14 17:06:07,20844.69,18694.37,15,Low
LOAN0000760,CUST007892,2024-10-28 21:51:44,10388.15,8769.55,0,Low
LOAN0000761,CUST007455,2024-05-12 21:19:25,3000.0,1185.84,0,High
LOAN0000762,CUST002336,2023-09-22 21:53:41,10128.75,8079.16,0,Low
LOAN0000763,CUST011157,2025-01-08 06:48:28,7228.9,1393.01,15,Medium
LOAN0000764,CUST007982,2024-05-27 09:18:51,8969.43,5555.13,0,Medium
LOAN0000765,CUST008856,2023-08-07 10:52:36,6885.45,5659.86,0,Low
LOAN0000766,CUST006984,2023-10-31 21:16:05,17965.18,13830.03,0,High
LOAN0000767,CUST006738,2023-11-12 05:04:24,5325.63,2219.47,0,Medium
LOAN0000768,CUST006769,2023-02-22 08:24:17,18591.64,16278.61,0,Low
LOAN0000769,CUST003149,2025-01-12 07:10:49,9408.66,8060.66,0,Low
LOAN0000770,CUST010248,2025-06-09 02:32:31,14514.82,6665.82,0,Low
LOAN0000771,CUST008270,2026-04-22 10:35:08,6857.69,4535.26,120,Medium
LOAN0000772,CUST002398,2026-05-07 01:49:36,13807.28,1715.72,0,Medium
LOAN0000773,CUST003524,2025-11-15 07:44:06,30048.81,26101.29,0,Medium
LOAN0000774,CUST009813,2025-04-07 20:02:14,10322.2,5394.32,0,Medium
LOAN0000775,CUST009193,2025-03-09 15:58:03,8414.56,2529.27,15,Low
LOAN0000776,CUST006865,2026-06-23 06:10:54,5067.06,4575.05,60,High
LOAN0000777,CUST000944,2025-12-23 00:24:39,12104.27,1033.19,0,Low
LOAN0000778,CUST008593,2023-01-09 02:57:44,9874.13,5854.21,0,High
LOAN0000779,CUST002665,2023-01-19 22:17:28,7338.16,6689.5,0,Low
LOAN0000780,CUST007138,2026-02-20 01:35:30,4158.96,3725.35,30,Medium
LOAN0000781,CUST010411,2024-05-08 12:42:32,7519.17,4308.34,0,Medium
LOAN0000782,CUST008206,2024-05-01 07:49:20,3000.0,2031.6,0,Medium
LOAN0000783,CUST000665,2023-03-23 14:30:23,8531.93,2724.11,0,Medium
LOAN0000784,CUST003317,2023-06-13 10:29:56,7813.98,3695.19,0,Low
LOAN0000785,CUST011984,2025-01-06 09:28:37,3000.0,756.96,30,Medium
LOAN0000786,CUST000696,2024-07-30 12:55:53,3000.0,2024.83,0,Low
LOAN0000787,CUST001774,2026-06-30 13:54:02,9145.31,476.77,0,Low
LOAN0000788,CUST001871,2024-11-18 10:50:55,9490.58,2019.79,0,High
LOAN0000789,CUST002289,2024-10-15 21:02:47,4393.45,1681.28,5,Low
LOAN0000790,CUST005919,2025-03-27 18:45:43,10337.53,2129.61,0,Low
LOAN0000791,CUST003189,2025-12-13 10:22:44,5192.67,690.07,0,Low
LOAN0000792,CUST001168,2025-08-22 02:19:59,10090.68,6250.12,0,Low
LOAN0000793,CUST005081,2025-03-23 13:55:43,3000.0,263.37,5,High
LOAN0000794,CUST001640,2023-08-04 03:40:20,14602.57,4386.48,0,Low
LOAN0000795,CUST009579,2025-06-24 14:31:53,3272.22,979.68,0,Medium
LOAN0000796,CUST001191,2024-01-12 08:47:36,12585.01,6523.83,5,Low
LOAN0000797,CUST005166,2024-07-27 17:52:56,4486.5,1408.07,0,Low
LOAN0000798,CUST011668,2025-02-11 13:01:30,3873.65,1296.35,15,Medium
LOAN0000799,CUST011323,2025-11-03 09:07:48,18534.73,5722.83,0,Medium
LOAN0000800,CUST003477,2026-07-07 17:17:25,6703.56,5850.97,0,High
LOAN0000801,CUST001887,2024-08-18 17:50:53,5430.45,1890.26,0,Low
LOAN0000802,CUST002823,2023-02-01 07:17:47,4769.57,2958.57,0,Low
LOAN0000803,CUST007329,2024-04-29 11:22:23,7546.54,4603.45,15,Low
LOAN0000804,CUST006967,2024-06-30 18:21:50,3000.0,2281.54,15,Low
LOAN0000805,CUST008478,2025-12-30 07:07:32,6032.05,5182.5,5,Medium
LOAN0000806,CUST000812,2026-07-27 22:14:34,11653.31,6937.0,0,Medium
LOAN0000807,CUST009163,2026-04-02 22:49:53,5412.1,3875.1,0,Medium
LOAN0000808,CUST006152,2023-05-15 03:10:50,21736.49,4822.13,0,Low
LOAN0000809,CUST009724,2025-09-09 10:09:32,9983.32,3618.84,0,Medium
LOAN0000810,CUST009199,2024-04-27 20:43:35,14039.27,6789.99,0,Medium
LOAN0000811,CUST003010,2024-02-22 03:57:25,4201.98,1978.61,0,High
LOAN0000812,CUST006307,2024-12-12 14:21:05,11926.84,1169.25,5,Low
LOAN0000813,CUST007600,2026-06-18 00:39:11,4458.74,2838.44,0,Low
LOAN0000814,CUST003128,2025-01-24 02:01:22,4410.8,1147.67,0,High
LOAN0000815,CUST010813,2023-04-18 07:53:55,17373.44,4831.17,0,Medium
LOAN0000816,CUST008419,2025-02-06 15:03:54,36405.41,9291.02,5,Medium
LOAN0000817,CUST008891,2024-03-14 11:41:26,18688.2,2540.26,0,Low
LOAN0000818,CUST008359,2024-05-12 22:08:22,5691.7,4967.36,0,Medium
LOAN0000819,CUST001397,2024-01-12 04:03:59,5084.88,3187.3,0,Low
LOAN0000820,CUST010881,2024-01-08 04:16:31,3075.12,1466.56,0,High
LOAN0000821,CUST008963,2025-12-29 17:41:54,17625.15,7447.41,15,Low
LOAN0000822,CUST003251,2024-07-28 05:34:28,21085.4,15891.02,0,High
LOAN0000823,CUST005671,2025-04-04 02:07:03,16928.85,14082.37,0,Low
LOAN0000824,CUST001084,2025-05-21 01:09:35,15250.61,11608.02,0,High
LOAN0000825,CUST002067,2025-05-05 22:45:27,7410.63,3552.36,0,Low
LOAN0000826,CUST009725,2023-06-03 04:12:34,5449.93,2589.47,0,Low
LOAN0000827,CUST009401,2023-10-03 09:23:54,8391.46,3968.65,0,Medium
LOAN0000828,CUST001236,2025-07-25 15:40:04,11546.35,9516.72,0,Medium
LOAN0000829,CUST010396,2023-09-21 00:05:37,3000.0,214.77,0,Medium
LOAN0000830,CUST007036,2026-01-09 21:58:34,11571.57,6257.43,0,Medium
LOAN0000831,CUST010473,2023-01-11 21:22:29,3000.0,2009.04,0,Medium
LOAN0000832,CUST008378,2023-12-04 19:32:35,28513.85,21522.08,15,High
LOAN0000833,CUST009966,2025-08-25 02:42:22,10408.93,2910.13,0,Medium
LOAN0000834,CUST009829,2026-04-20 00:14:55,13446.54,8078.06,0,Medium
LOAN0000835,CUST006406,2023-03-25 08:36:31,11121.45,9778.58,30,Very High
LOAN0000836,CUST008945,2023-10-19 05:32:27,12304.06,1648.41,0,High
LOAN0000837,CUST003764,2024-04-28 03:55:56,9056.16,2858.73,0,Medium
LOAN0000838,CUST002040,2023-01-22 00:04:10,8686.08,1333.48,0,Low
LOAN0000839,CUST004831,2024-03-21 18:22:19,19152.66,4431.34,60,Very High
LOAN0000840,CUST001453,2025-11-26 09:57:55,6522.11,2247.7,0,High
LOAN0000841,CUST010301,2024-08-17 21:13:12,12686.13,5381.47,0,Low
LOAN0000842,CUST006953,2024-01-29 15:29:06,3553.32,1157.1,0,High
LOAN0000843,CUST006873,2024-01-23 11:21:52,17622.88,6761.13,0,Low
LOAN0000844,CUST007693,2025-06-07 01:38:07,3966.49,3702.07,0,Medium
LOAN0000845,CUST007393,2026-02-14 22:20:52,4612.15,867.6,0,Low
LOAN0000846,CUST000196,2024-09-12 00:30:41,16088.89,10471.76,90,Low
LOAN0000847,CUST003801,2023-09-10 11:25:44,5477.81,4513.63,0,Very High
LOAN0000848,CUST008087,2023-12-10 01:43:48,3000.0,301.62,0,Low
LOAN0000849,CUST007315,2026-05-27 17:54:58,4360.88,3817.24,0,Low
LOAN0000850,CUST009594,2024-03-28 11:04:45,11085.4,5078.21,0,Low
LOAN0000851,CUST011181,2025-10-18 15:36:52,5788.03,3437.36,15,High
LOAN0000852,CUST003064,2024-12-10 10:12:57,29339.07,13393.28,0,High
LOAN0000853,CUST007252,2025-05-10 09:12:35,3000.0,1417.56,15,Medium
LOAN0000854,CUST000490,2025-01-21 16:50:58,11795.54,10556.12,15,Low
LOAN0000855,CUST006961,2023-08-24 01:54:40,9954.32,9229.71,0,Low
LOAN0000856,CUST001531,2023-11-07 07:14:39,12829.38,2825.09,0,High
LOAN0000857,CUST009388,2023-01-31 22:42:25,5628.64,2435.98,0,Low
LOAN0000858,CUST001457,2023-08-20 02:38:11,3000.0,1658.96,0,Low
LOAN0000859,CUST001663,2024-03-24 06:00:36,8015.82,484.99,5,Low
LOAN0000860,CUST002928,2025-08-12 07:53:06,3466.66,1886.23,0,High
LOAN0000861,CUST010936,2023-07-16 14:16:34,3000.0,896.13,60,Medium
LOAN0000862,CUST009449,2025-09-02 21:48:59,5509.87,5150.11,0,Medium
LOAN0000863,CUST001534,2026-06-07 02:01:31,6080.26,803.89,0,Medium
LOAN0000864,CUST002424,2024-10-23 04:37:57,9877.44,1357.59,0,Low
LOAN0000865,CUST002885,2025-05-25 01:29:41,7010.74,4911.89,0,High
LOAN0000866,CUST008498,2023-08-02 14:20:01,4049.4,1761.36,0,Very High
LOAN0000867,CUST005944,2023-06-25 05:43:27,4784.57,1281.26,0,Medium
LOAN0000868,CUST007003,2023-05-27 13:01:47,6287.86,3157.4,0,Low
LOAN0000869,CUST000886,2023-08-16 03:05:38,7158.28,1606.25,0,Medium
LOAN0000870,CUST007564,2023-02-21 05:26:55,4175.01,2299.8,0,Low
LOAN0000871,CUST011733,2023-07-20 11:27:20,6843.1,2737.68,0,High
LOAN0000872,CUST002845,2023-02-23 10:43:29,5945.77,1945.71,0,Low
LOAN0000873,CUST007996,2023-02-10 01:21:08,9940.49,5426.01,0,High
LOAN0000874,CUST002204,2025-04-16 14:51:07,22846.83,4012.11,0,Medium
LOAN0000875,CUST007882,2023-07-23 18:00:30,7194.19,6571.69,0,Medium
LOAN0000876,CUST000312,2025-11-03 15:13:12,6277.98,2370.14,30,Medium
LOAN0000877,CUST008787,2023-07-20 07:34:32,5357.77,3993.26,0,Medium
LOAN0000878,CUST009612,2023-03-25 00:57:55,8837.88,3565.1,0,High
LOAN0000879,CUST009018,2025-05-27 01:57:50,4179.48,3155.82,0,High
LOAN0000880,CUST001231,2023-06-05 17:26:17,12410.88,856.07,0,Low
LOAN0000881,CUST004076,2023-09-13 20:20:31,3000.0,2469.92,0,Medium
LOAN0000882,CUST007556,2026-05-04 19:36:58,20149.79,1391.16,15,High
LOAN0000883,CUST001420,2023-01-06 05:35:43,12339.88,3529.58,90,Medium
LOAN0000884,CUST006102,2023-04-23 01:25:28,13180.88,4562.38,0,Low
LOAN0000885,CUST001627,2026-07-30 11:15:17,5825.43,1474.42,0,High
LOAN0000886,CUST004656,2023-12-13 01:52:02,20698.67,18634.6,0,High
LOAN0000887,CUST002429,2024-04-06 18:15:54,7877.16,6551.21,0,Low
LOAN0000888,CUST002443,2024-10-23 17:25:21,17282.52,2448.81,15,Medium
LOAN0000889,CUST008109,2026-05-28 16:29:31,20239.01,9921.83,45,Medium
LOAN0000890,CUST004206,2025-08-19 16:29:46,35061.72,33767.81,0,Low
LOAN0000891,CUST004760,2025-05-27 22:19:44,25646.14,19020.09,0,Low
LOAN0000892,CUST008843,2025-02-26 07:46:12,4988.79,2850.82,15,Low
LOAN0000893,CUST008986,2024-12-16 06:17:19,13224.87,3221.26,0,Medium
LOAN0000894,CUST010126,2025-10-13 04:58:42,15211.88,12245.6,0,Medium
LOAN0000895,CUST005369,2025-01-22 01:38:13,8001.2,4771.84,15,Low
LOAN0000896,CUST009446,2025-05-12 16:48:10,5432.6,308.05,0,Low
LOAN0000897,CUST004462,2024-05-14 10:08:18,8901.28,1944.01,0,High
LOAN0000898,CUST011964,2023-08-07 04:36:07,3000.0,1949.09,0,Medium
LOAN0000899,CUST005729,2024-08-11 14:21:34,6546.69,3426.66,0,Low
LOAN0000900,CUST011009,2023-01-30 08:20:13,9765.76,7553.86,15,Medium
LOAN0000901,CUST002357,2025-05-05 04:38:28,11725.44,4967.42,0,Very High
LOAN0000902,CUST001083,2024-07-01 00:21:06,18308.42,6805.16,15,Low
LOAN0000903,CUST007215,2025-08-07 15:07:09,3000.0,1183.53,0,Very High
LOAN0000904,CUST009941,2025-05-01 20:53:29,9653.11,5735.84,5,Low
LOAN0000905,CUST004034,2025-01-06 14:06:45,5799.41,1182.07,0,Medium
LOAN0000906,CUST002079,2023-03-25 15:21:17,9617.2,5204.07,45,Low
LOAN0000907,CUST000569,2023-09-11 21:08:12,13221.0,9733.03,0,Low
LOAN0000908,CUST005900,2024-11-26 04:33:05,3000.0,1528.67,0,Low
LOAN0000909,CUST000498,2024-10-09 03:52:02,9262.68,3214.43,30,Low
LOAN0000910,CUST001817,2025-10-10 13:16:32,36690.73,23122.66,0,Medium
LOAN0000911,CUST008723,2024-05-01 21:30:24,6792.79,2261.79,0,Low
LOAN0000912,CUST004416,2025-10-22 22:44:30,3229.86,2194.56,0,High
LOAN0000913,CUST011186,2024-12-01 13:56:53,35016.59,28652.96,0,Low
LOAN0000914,CUST004472,2023-06-02 21:51:00,6129.97,1995.43,0,Low
LOAN0000915,CUST010994,2024-01-28 12:52:00,3000.0,672.52,0,Low
LOAN0000916,CUST010901,2023-04-25 15:10:26,6439.57,5323.3,0,Medium
LOAN0000917,CUST009166,2024-02-10 15:30:41,9070.99,7909.31,0,Low
LOAN0000918,CUST000502,2025-03-22 10:30:27,16638.71,13034.05,0,Low
LOAN0000919,CUST011316,2023-08-07 03:37:44,8136.73,1806.41,0,Low
LOAN0000920,CUST002580,2023-05-13 03:55:13,6267.2,2098.64,0,Low
LOAN0000921,CUST002967,2024-03-26 05:56:54,14309.23,4723.97,60,Low
LOAN0000922,CUST006821,2023-01-29 02:21:45,13035.45,11721.06,0,Low
LOAN0000923,CUST001910,2026-07-10 11:01:17,3000.0,2791.39,0,Low
LOAN0000924,CUST008667,2025-08-29 13:08:23,5961.45,790.73,15,High
LOAN0000925,CUST001014,2025-06-04 19:01:39,19244.13,11011.75,0,Low
LOAN0000926,CUST002852,2024-12-20 23:48:30,13402.77,1688.98,0,High
LOAN0000927,CUST009614,2024-03-09 14:55:35,3465.65,2485.08,0,Medium
LOAN0000928,CUST002976,2024-10-11 18:35:03,12657.04,7057.84,0,Medium
LOAN0000929,CUST004303,2024-06-23 17:41:05,12796.29,5337.61,0,Medium
LOAN0000930,CUST002225,2025-10-08 21:08:53,8607.75,1255.92,0,Low
LOAN0000931,CUST004543,2023-06-05 00:46:40,14011.68,13541.48,45,Medium
LOAN0000932,CUST004547,2025-10-08 19:13:46,10729.41,1004.11,0,High
LOAN0000933,CUST004092,2023-11-30 01:45:08,10676.42,5961.47,90,Medium
LOAN0000934,CUST003487,2023-01-12 13:12:42,14256.74,6530.89,0,High
LOAN0000935,CUST011977,2026-03-23 01:59:00,4028.59,3275.13,0,Low
LOAN0000936,CUST009218,2023-09-17 14:13:16,3000.0,1558.06,0,Low
LOAN0000937,CUST007795,2026-05-18 20:45:56,11531.82,7901.78,0,High
LOAN0000938,CUST005742,2023-02-14 05:22:56,10289.89,8010.45,5,Medium
LOAN0000939,CUST000783,2024-10-25 08:28:59,9469.24,7587.77,0,High
LOAN0000940,CUST003887,2026-06-05 16:49:40,7193.62,1884.07,0,Medium
LOAN0000941,CUST009242,2023-03-05 01:35:35,5610.23,3524.74,90,Low
LOAN0000942,CUST007578,2023-08-31 03:27:02,3837.3,3169.3,0,High
LOAN0000943,CUST011888,2023-11-19 13:28:52,8288.03,6742.41,0,Medium
LOAN0000944,CUST009031,2025-02-13 03:56:35,8288.79,3168.42,0,Medium
LOAN0000945,CUST000379,2024-12-08 08:19:54,13180.62,4272.02,0,Low
LOAN0000946,CUST008132,2024-06-17 15:34:33,3503.17,1470.04,0,Low
LOAN0000947,CUST008648,2024-01-13 09:51:11,19381.42,15155.85,0,Low
LOAN0000948,CUST002474,2025-04-21 19:26:19,3961.77,1187.81,0,Low
LOAN0000949,CUST009614,2024-08-19 07:39:18,6071.13,1120.85,0,Low
LOAN0000950,CUST007754,2025-03-28 02:49:14,7263.83,4097.12,0,High
LOAN0000951,CUST004789,2025-10-04 03:18:53,4218.67,1517.96,0,Medium
LOAN0000952,CUST009918,2024-04-13 11:58:10,6694.81,6090.26,0,Low
LOAN0000953,CUST006653,2025-03-30 12:13:37,3000.0,2503.11,0,Low
LOAN0000954,CUST011567,2023-04-29 16:51:50,7423.24,7165.38,0,Low
LOAN0000955,CUST009308,2025-10-01 09:12:49,20889.01,8247.77,0,Low
LOAN0000956,CUST006853,2024-11-28 11:06:55,13980.45,4144.79,5,Low
LOAN0000957,CUST000201,2025-01-10 10:38:32,3598.76,2841.86,0,Medium
LOAN0000958,CUST004107,2024-06-25 11:17:11,13018.96,8802.9,0,Low
LOAN0000959,CUST010599,2023-09-09 12:56:49,15891.05,8990.85,15,Low
LOAN0000960,CUST002000,2023-08-30 11:37:30,16032.99,6259.77,0,Very High
LOAN0000961,CUST011807,2024-02-19 18:00:11,11958.25,9031.55,0,Medium
LOAN0000962,CUST007676,2023-01-12 12:18:25,8707.35,7292.76,0,Medium
LOAN0000963,CUST000456,2023-10-23 18:51:36,3000.0,1655.71,0,Medium
LOAN0000964,CUST009953,2024-11-15 18:59:14,15819.52,15106.48,5,Low
LOAN0000965,CUST005179,2026-06-05 22:25:00,9627.26,8132.39,0,Low
LOAN0000966,CUST010227,2024-04-01 14:55:18,11699.91,8109.67,0,Low
LOAN0000967,CUST007533,2024-05-30 01:33:29,3000.0,2738.41,0,Low
LOAN0000968,CUST003830,2023-01-22 12:04:24,14753.39,6748.11,0,Medium
LOAN0000969,CUST008184,2025-11-05 13:50:39,16574.55,7477.8,0,Medium
LOAN0000970,CUST009370,2023-12-12 22:36:16,11313.06,2491.46,0,Low
LOAN0000971,CUST003749,2024-02-02 13:33:29,4681.5,655.14,0,Medium
LOAN0000972,CUST003052,2023-02-18 21:14:06,3188.55,3006.88,0,Low
LOAN0000973,CUST009079,2026-07-01 00:13:33,3747.46,3236.86,0,Very High
LOAN0000974,CUST000597,2025-03-09 14:09:51,4329.51,1265.39,30,Low
LOAN0000975,CUST011091,2026-07-26 00:04:27,3815.37,3299.55,60,Low
LOAN0000976,CUST000707,2025-09-29 14:05:24,22534.42,11182.37,0,Low
LOAN0000977,CUST010122,2023-07-08 17:27:16,6598.81,6211.86,0,Low
LOAN0000978,CUST010374,2024-10-05 18:43:14,13935.12,3110.89,0,Low
LOAN0000979,CUST005290,2024-10-15 10:11:36,10327.24,5308.36,0,Low
LOAN0000980,CUST000794,2024-06-16 07:12:01,18127.87,15523.28,0,Low
LOAN0000981,CUST011145,2024-05-12 12:03:00,3889.21,1671.44,0,Medium
LOAN0000982,CUST001233,2025-11-11 20:22:00,7803.69,3268.08,0,High
LOAN0000983,CUST008956,2024-10-28 22:28:33,8004.84,7230.11,0,High
LOAN0000984,CUST003961,2024-11-07 18:02:16,22683.02,10050.74,0,Low
LOAN0000985,CUST004748,2025-05-11 13:14:16,26137.47,10250.26,0,Low
LOAN0000986,CUST000610,2023-04-23 21:37:21,5953.95,1723.72,0,Low
LOAN0000987,CUST004397,2023-01-26 17:02:40,7016.92,1274.35,0,Low
LOAN0000988,CUST003126,2026-04-05 05:37:06,8316.69,3352.94,0,Medium
LOAN0000989,CUST000531,2025-09-27 16:40:20,6079.59,2752.6,0,Low
LOAN0000990,CUST010698,2025-04-02 12:53:56,14507.8,1609.6,0,High
LOAN0000991,CUST006722,2023-10-08 04:40:03,6217.21,3725.64,0,Medium
LOAN0000992,CUST003119,2025-04-11 22:52:25,3574.66,2036.34,0,Low
LOAN0000993,CUST010551,2025-11-09 14:30:58,9080.29,8159.22,0,High
LOAN0000994,CUST009567,2023-08-02 22:07:54,22438.36,19985.89,30,Low
LOAN0000995,CUST011998,2023-08-09 09:33:29,16473.41,13098.89,0,Low
LOAN0000996,CUST011215,2023-02-14 02:44:31,5446.14,2444.41,0,Medium
LOAN0000997,CUST008637,2026-05-10 02:47:57,3000.0,492.36,15,Low
LOAN0000998,CUST004651,2023-03-02 16:41:13,9103.85,919.78,0,Low
LOAN0000999,CUST008075,2026-06-24 15:24:16,21065.52,4664.96,30,Medium
LOAN0001000,CUST008277,2024-03-05 21:25:09,25932.58,19714.96,0,Low
LOAN0001001,CUST009556,2023-11-19 17:56:10,4719.7,2919.92,0,Medium
LOAN0001002,CUST009023,2024-04-29 07:48:22,3624.66,2895.91,0,High
LOAN0001003,CUST009355,2025-02-04 01:02:56,3960.78,1840.72,0,High
LOAN0001004,CUST000012,2023-11-14 02:36:40,5091.98,1534.55,0,Low
LOAN0001005,CUST003347,2024-01-28 09:16:30,17212.89,12717.79,0,Low
LOAN0001006,CUST007998,2026-03-25 15:11:27,5627.97,4953.14,0,Medium
LOAN0001007,CUST009505,2026-07-06 06:02:19,8525.07,4615.79,0,Medium
LOAN0001008,CUST011269,2026-06-16 10:38:50,3531.6,808.29,30,Low
LOAN0001009,CUST000826,2026-05-20 19:08:34,3000.0,2446.0,0,Low
LOAN0001010,CUST010351,2023-04-15 01:36:55,7661.28,6154.97,0,Low
LOAN0001011,CUST007317,2024-05-27 10:07:18,4924.8,4232.79,5,High
LOAN0001012,CUST004788,2025-05-02 23:46:42,18766.15,17647.72,0,Low
LOAN0001013,CUST008611,2023-10-05 16:05:56,23658.03,2903.91,0,High
LOAN0001014,CUST011575,2023-02-04 21:10:17,3068.3,1183.97,0,Medium
LOAN0001015,CUST000935,2024-12-05 20:50:45,7757.26,1224.31,60,Medium
LOAN0001016,CUST005126,2023-01-04 15:27:51,12173.8,4921.56,0,Low
LOAN0001017,CUST010165,2023-09-04 03:23:47,4611.63,1330.92,0,Medium
LOAN0001018,CUST005441,2025-02-14 22:57:43,8151.62,7574.06,5,Low
LOAN0001019,CUST009091,2025-04-22 13:47:00,3600.17,491.87,0,Low
LOAN0001020,CUST006411,2026-06-12 14:36:43,9609.61,6275.16,15,Low
LOAN0001021,CUST002543,2023-02-07 05:11:52,9840.64,8060.46,0,Medium
LOAN0001022,CUST003629,2025-11-23 17:49:06,11970.87,8761.16,0,Medium
LOAN0001023,CUST002820,2025-01-06 20:04:56,6167.08,1687.87,0,Low
LOAN0001024,CUST005593,2024-05-14 05:01:31,11617.44,1130.07,0,Low
LOAN0001025,CUST006749,2023-05-10 21:49:02,7748.87,2576.19,30,Low
LOAN0001026,CUST004046,2024-05-17 17:45:26,3000.0,2271.85,0,Low
LOAN0001027,CUST009742,2025-09-02 19:28:32,7762.44,4596.48,0,Medium
LOAN0001028,CUST004788,2026-07-28 14:43:33,9355.44,5036.71,0,Medium
LOAN0001029,CUST003305,2024-12-19 23:05:19,4381.09,3477.13,0,Medium
LOAN0001030,CUST004558,2025-04-03 04:29:12,7181.35,2477.42,0,Low
LOAN0001031,CUST003460,2025-06-26 19:20:46,3000.0,885.27,0,Very High
LOAN0001032,CUST005730,2025-04-10 11:04:58,5900.07,4863.02,90,Low
LOAN0001033,CUST006791,2024-06-12 03:41:42,3000.0,2000.96,0,Medium
LOAN0001034,CUST008925,2023-04-21 07:29:27,18357.78,9558.95,0,Medium
LOAN0001035,CUST007986,2026-03-23 15:45:23,5327.43,4940.83,0,High
LOAN0001036,CUST011363,2023-06-08 18:13:12,10288.85,6798.23,0,Low
LOAN0001037,CUST007796,2025-08-27 09:21:55,31931.34,11264.57,0,Low
LOAN0001038,CUST011461,2024-06-02 13:22:59,3000.0,1454.35,45,Low
LOAN0001039,CUST009124,2023-02-11 05:02:21,13649.28,11279.16,0,High
LOAN0001040,CUST006699,2023-09-05 15:11:08,8196.21,1997.71,0,High
LOAN0001041,CUST009666,2025-04-11 19:03:28,9514.08,1629.61,0,High
LOAN0001042,CUST002853,2025-09-22 06:39:27,5981.17,1699.32,0,Low
LOAN0001043,CUST005664,2026-05-10 21:16:24,12142.96,2192.27,0,Medium
LOAN0001044,CUST010156,2026-04-10 11:14:37,8732.71,4425.15,0,High
LOAN0001045,CUST008537,2023-06-15 10:49:45,16127.72,7168.56,15,Low
LOAN0001046,CUST009410,2024-12-16 18:16:14,12233.7,5854.03,30,Medium
LOAN0001047,CUST010173,2026-03-11 13:17:26,8817.81,5198.84,0,High
LOAN0001048,CUST001634,2024-02-11 15:46:48,3000.0,2312.38,0,Low
LOAN0001049,CUST005871,2024-11-24 01:27:01,6654.15,4831.92,0,Medium
LOAN0001050,CUST010708,2024-05-01 22:49:18,4277.94,2992.37,0,Low
LOAN0001051,CUST002418,2023-12-02 17:34:53,11479.36,4627.83,0,Low
LOAN0001052,CUST002296,2023-02-21 01:05:58,11156.78,3441.56,0,Low
LOAN0001053,CUST009574,2025-12-24 15:50:51,3000.0,2867.42,0,Medium
LOAN0001054,CUST000220,2025-06-06 11:31:49,19728.66,12767.09,0,Low
LOAN0001055,CUST010225,2026-05-19 23:47:03,6810.6,2155.98,5,Low
LOAN0001056,CUST005579,2024-10-21 03:51:39,6796.54,5669.53,0,Medium
LOAN0001057,CUST003002,2024-05-30 18:56:46,14073.8,4962.06,0,Low
LOAN0001058,CUST004373,2024-12-09 22:02:08,12153.09,776.47,0,High
LOAN0001059,CUST008279,2026-07-12 16:11:24,29066.75,15041.66,30,Low
LOAN0001060,CUST004513,2024-08-14 20:27:36,4254.48,1797.85,0,High
LOAN0001061,CUST003735,2025-12-03 00:00:54,10246.4,6332.67,0,Low
LOAN0001062,CUST008654,2025-12-25 12:46:46,3320.94,235.3,0,Low
LOAN0001063,CUST005657,2023-06-28 02:38:50,16623.0,3825.85,0,Low
LOAN0001064,CUST006307,2023-08-22 07:20:03,13832.13,1019.03,120,High
LOAN0001065,CUST003616,2024-05-26 03:48:09,7578.83,2219.19,0,Low
LOAN0001066,CUST009300,2025-08-09 20:18:05,7557.5,585.91,30,High
LOAN0001067,CUST005704,2023-12-11 23:28:11,3000.0,1159.23,0,Low
LOAN0001068,CUST011971,2024-08-30 23:28:18,18996.79,10354.16,0,Medium
LOAN0001069,CUST009126,2023-06-08 16:56:05,4551.68,3179.93,0,Medium
LOAN0001070,CUST004074,2025-04-17 10:02:27,6110.92,4955.28,0,Low
LOAN0001071,CUST006909,2026-05-29 04:50:00,44758.35,41757.74,0,Medium
LOAN0001072,CUST010937,2023-06-11 13:17:49,12665.28,9374.36,0,Medium
LOAN0001073,CUST010187,2025-08-19 00:37:02,8232.79,3079.14,5,Medium
LOAN0001074,CUST005003,2024-09-09 05:04:40,18294.69,17060.82,0,High
LOAN0001075,CUST002267,2024-08-24 15:46:43,23035.85,11518.96,0,Low
