application_id,customer_id,application_date,requested_amount,risk_score,eligible,underwriting_complete,approved,funded,approved_amount
APP0000983,CUST004394,2026-06-16 17:13:03,4734.07,588,1,1,1,1,4632.62
APP0000984,CUST005033,2025-05-06 05:00:30,6826.69,595,1,1,1,0,5279.61
APP0000985,CUST009260,2026-01-04 20:05:16,7233.5,616,1,1,1,0,6650.02
APP0000986,CUST007533,2025-01-01 02:15:18,3218.01,647,1,1,1,0,3034.5
APP0000987,CUST002638,2026-02-10 17:42:00,5438.28,743,1,1,1,1,5018.87
APP0000988,CUST008458,2025-08-17 16:58:08,3527.8,520,1,1,1,1,3190.03
APP0000989,CUST011721,2026-08-14 09:03:15,1628.79,588,1,1,0,0,0.0
APP0000990,CUST002049,2025-08-02 18:29:30,3030.7,601,1,1,0,0,0.0
APP0000991,CUST009403,2025-09-04 03:09:55,15442.76,409,0,0,0,0,0.0
APP0000992,CUST006930,2026-08-03 16:45:23,2936.32,676,1,1,1,0,2730.19
APP0000993,CUST005759,2025-04-14 10:26:38,7720.11,609,0,0,0,0,0.0
APP0000994,CUST010607,2025-03-21 03:13:39,2473.89,633,1,1,0,0,0.0
APP0000995,CUST010567,2025-01-06 12:10:32,3995.81,581,1,1,1,1,3012.67
APP0000996,CUST010198,2026-06-16 01:47:30,7645.04,632,0,0,0,0,0.0
APP0000997,CUST003044,2025-05-07 02:56:58,7515.03,705,1,1,1,0,6716.59
APP0000998,CUST010392,2025-06-17 13:36:12,4822.72,627,1,1,1,1,4129.25
APP0000999,CUST001692,2026-05-14 23:54:29,4501.17,537,1,1,0,0,0.0
APP0001000,CUST011425,2025-12-14 03:41:43,2362.85,692,0,0,0,0,0.0
APP0001001,CUST007277,2025-11-02 19:23:05,4938.95,586,1,1,1,1,4032.09
APP0001002,CUST011917,2026-08-27 13:45:48,6798.02,646,1,1,0,0,0.0
APP0001003,CUST007129,2026-02-27 13:08:29,9139.97,641,1,1,1,1,8593.5
APP0001004,CUST000044,2026-02-12 04:00:06,12543.49,615,1,1,1,1,10945.31
APP0001005,CUST005633,2025-12-21 06:53:29,6222.98,654,1,1,1,1,4982.15
APP0001006,CUST010204,2025-06-04 02:29:04,10189.81,596,1,1,0,0,0.0
APP0001007,CUST004104,2025-02-14 01:53:06,5309.65,464,1,1,1,1,4651.64
APP0001008,CUST004046,2026-05-26 09:05:50,3258.69,605,1,1,1,1,3187.56
APP0001009,CUST002640,2025-06-15 06:40:36,6711.76,696,1,1,1,1,6388.41
APP0001010,CUST001712,2025-12-21 07:16:33,3613.7,585,0,0,0,0,0.0
APP0001011,CUST004485,2026-02-03 21:19:33,4837.26,575,0,0,0,0,0.0
APP0001012,CUST004591,2025-09-25 16:19:10,2990.22,717,1,1,0,0,0.0
APP0001013,CUST003900,2026-08-19 02:15:28,3518.14,603,1,1,0,0,0.0
APP0001014,CUST007655,2025-08-21 14:24:55,7224.43,687,0,0,0,0,0.0
APP0001015,CUST007072,2026-02-25 15:35:44,3927.88,684,1,1,0,0,0.0
APP0001016,CUST009932,2026-04-29 15:21:26,2489.13,616,0,0,0,0,0.0
APP0001017,CUST001411,2026-07-31 21:26:13,2702.95,546,0,0,0,0,0.0
APP0001018,CUST007165,2025-09-06 23:50:01,1923.97,656,1,1,0,0,0.0
APP0001019,CUST004563,2026-05-14 02:04:36,3480.19,587,1,1,1,1,3470.63
APP0001020,CUST006452,2025-12-11 11:40:29,4471.06,538,1,1,1,1,3505.7
APP0001021,CUST009021,2026-06-19 19:20:11,2136.67,721,1,1,1,1,1615.74
APP0001022,CUST006993,2025-12-16 18:24:27,5064.6,732,1,1,1,1,4295.17
APP0001023,CUST006970,2026-04-04 04:56:37,8725.53,529,1,1,0,0,0.0
APP0001024,CUST003985,2025-09-13 07:14:34,5214.25,532,0,0,0,0,0.0
APP0001025,CUST006505,2025-08-19 15:13:05,3901.71,578,0,0,0,0,0.0
APP0001026,CUST006035,2025-03-08 09:24:52,7787.07,503,1,1,0,0,0.0
APP0001027,CUST007065,2025-10-31 17:47:33,4850.65,667,1,1,1,1,3873.89
APP0001028,CUST011915,2026-08-24 15:43:05,3011.45,602,1,1,0,0,0.0
APP0001029,CUST000312,2025-04-22 08:33:32,3424.46,525,1,1,0,0,0.0
APP0001030,CUST005852,2025-04-30 11:33:06,11268.67,669,1,1,1,1,8498.02
APP0001031,CUST002538,2025-09-24 14:36:16,17493.17,597,1,1,1,1,16746.94
APP0001032,CUST001435,2025-01-06 09:36:35,1117.03,595,1,0,0,0,0.0
APP0001033,CUST001100,2025-10-02 06:29:13,2703.07,659,1,1,1,1,2444.89
APP0001034,CUST000431,2026-06-04 21:09:32,2205.21,705,1,1,1,1,1922.07
APP0001035,CUST008134,2025-08-12 07:00:55,4976.29,601,1,1,1,1,4757.84
APP0001036,CUST000014,2026-07-30 20:50:32,4800.52,600,1,1,1,1,4100.4
APP0001037,CUST005684,2026-08-07 18:00:02,3330.19,421,0,0,0,0,0.0
APP0001038,CUST002396,2026-02-07 12:16:37,3955.31,693,1,1,1,1,3818.52
APP0001039,CUST006364,2025-06-10 23:07:43,5357.34,597,1,1,0,0,0.0
APP0001040,CUST002461,2026-06-13 03:40:35,5074.82,641,1,0,0,0,0.0
APP0001041,CUST006979,2026-01-09 15:43:03,2424.27,705,1,1,1,1,2250.67
APP0001042,CUST000175,2026-07-16 18:46:33,1672.64,591,1,0,0,0,0.0
APP0001043,CUST007962,2025-01-15 01:04:45,1019.58,562,1,1,0,0,0.0
APP0001044,CUST002176,2025-09-19 09:32:16,2819.95,655,1,1,1,1,2396.14
APP0001045,CUST001212,2026-06-17 01:17:40,11398.99,710,1,1,1,1,9963.0
APP0001046,CUST000637,2026-02-09 00:08:28,2784.45,685,1,1,1,1,2493.0
APP0001047,CUST005046,2025-02-21 09:55:25,2480.36,593,1,1,0,0,0.0
APP0001048,CUST001387,2026-04-25 19:08:33,4524.24,756,1,1,1,1,3526.65
APP0001049,CUST006033,2025-08-27 00:21:12,1868.46,605,1,1,1,0,1439.75
APP0001050,CUST003061,2025-12-07 09:56:02,3444.64,637,1,1,0,0,0.0
APP0001051,CUST010254,2026-07-15 17:57:02,4998.5,572,1,1,1,1,3827.78
APP0001052,CUST003970,2025-10-04 19:58:11,5335.11,640,1,1,1,1,4790.44
APP0001053,CUST003170,2026-02-18 20:15:07,4367.6,647,1,1,0,0,0.0
APP0001054,CUST011037,2025-04-27 00:59:26,26792.18,474,1,1,0,0,0.0
APP0001055,CUST005540,2025-06-04 14:06:07,9349.71,698,1,1,1,1,9272.98
APP0001056,CUST006698,2026-04-04 09:20:39,19343.02,561,1,1,1,1,18708.97
APP0001057,CUST002571,2025-02-05 09:44:56,5876.25,546,0,0,0,0,0.0
APP0001058,CUST005601,2025-11-23 10:54:47,3252.17,613,1,1,0,0,0.0
APP0001059,CUST000532,2025-12-07 17:45:13,5069.25,626,1,1,0,0,0.0
APP0001060,CUST011753,2026-04-04 19:31:17,4696.04,558,1,1,0,0,0.0
APP0001061,CUST008440,2025-10-02 02:12:12,25180.46,713,1,1,1,1,22030.82
APP0001062,CUST002246,2025-12-09 09:11:47,13115.99,584,0,0,0,0,0.0
APP0001063,CUST002405,2025-03-02 13:05:23,10744.5,520,1,1,1,1,10684.4
APP0001064,CUST010496,2025-05-12 05:55:44,3997.24,566,1,1,1,1,3887.47
APP0001065,CUST010783,2026-02-27 11:28:07,2376.09,643,1,1,1,1,1816.68
APP0001066,CUST007523,2025-05-12 18:49:58,4969.4,695,1,1,1,1,3987.84
APP0001067,CUST003508,2025-06-21 22:33:53,7156.28,553,0,0,0,0,0.0
APP0001068,CUST006234,2025-09-05 08:40:30,4767.45,780,1,1,1,1,4693.47
APP0001069,CUST011079,2026-02-18 18:54:57,10912.53,622,1,1,1,1,9659.12
APP0001070,CUST010447,2026-01-14 15:51:53,3050.76,679,0,0,0,0,0.0
APP0001071,CUST002986,2026-06-18 02:29:50,14173.97,545,0,0,0,0,0.0
APP0001072,CUST002123,2025-03-31 18:11:30,9783.85,647,0,0,0,0,0.0
APP0001073,CUST008705,2025-03-02 08:28:36,7458.91,728,1,1,1,0,5737.18
APP0001074,CUST005098,2026-01-16 13:38:11,11459.62,714,1,1,0,0,0.0
APP0001075,CUST006838,2025-07-24 18:32:12,5339.55,682,1,1,1,1,4394.91
APP0001076,CUST010830,2025-08-26 07:11:12,6316.47,516,1,1,1,1,6087.71
APP0001077,CUST005145,2026-06-30 14:03:45,14481.96,598,1,1,1,1,10894.31
APP0001078,CUST008530,2025-06-13 02:12:53,31802.96,605,1,1,1,1,29060.54
APP0001079,CUST003081,2025-11-21 14:05:43,4426.51,688,1,1,0,0,0.0
APP0001080,CUST001186,2025-08-07 03:37:43,4664.15,588,1,1,0,0,0.0
APP0001081,CUST005084,2026-02-20 05:30:28,9828.45,800,0,0,0,0,0.0
APP0001082,CUST006427,2025-11-22 11:14:36,3371.33,693,1,1,1,1,3222.7
APP0001083,CUST002201,2025-11-29 15:22:05,8848.93,611,1,1,0,0,0.0
APP0001084,CUST001177,2026-08-11 00:36:13,4981.2,686,1,0,0,0,0.0
APP0001085,CUST001866,2025-09-22 00:03:08,5064.6,588,1,0,0,0,0.0
APP0001086,CUST011774,2025-07-30 12:09:56,6988.53,591,1,1,1,0,6496.48
APP0001087,CUST006107,2025-05-26 03:25:31,17512.72,667,1,1,0,0,0.0
APP0001088,CUST005425,2025-02-18 06:11:43,8608.75,612,1,0,0,0,0.0
APP0001089,CUST009998,2026-05-08 09:31:29,7544.56,616,0,0,0,0,0.0
APP0001090,CUST007301,2025-04-10 20:10:44,5956.77,663,1,1,0,0,0.0
APP0001091,CUST010090,2025-02-05 09:37:55,2355.08,685,1,1,1,1,2107.79
APP0001092,CUST002408,2026-05-15 12:12:13,5325.57,712,1,1,0,0,0.0
APP0001093,CUST001283,2026-01-30 06:21:51,12503.9,646,1,1,1,1,11723.6
APP0001094,CUST003038,2025-11-05 01:33:24,2967.16,511,0,0,0,0,0.0
APP0001095,CUST002159,2025-01-25 11:00:50,6897.96,687,1,1,0,0,0.0
APP0001096,CUST008889,2026-07-07 08:03:42,3026.69,597,1,1,1,1,2422.96
APP0001097,CUST010084,2026-01-28 16:41:11,8122.16,495,1,1,1,1,6910.02
APP0001098,CUST008975,2026-04-12 00:26:17,6488.98,591,1,1,1,0,5009.28
APP0001099,CUST007275,2026-06-29 23:05:09,2778.89,499,0,0,0,0,0.0
APP0001100,CUST010695,2026-05-05 06:27:01,3965.7,662,1,1,1,1,3608.15
APP0001101,CUST001199,2025-09-05 15:21:21,6008.31,652,1,1,1,1,4864.83
APP0001102,CUST008144,2025-05-23 14:04:27,4251.5,710,1,1,1,1,3851.16
APP0001103,CUST005538,2025-05-09 15:27:28,4133.12,673,1,1,1,1,4104.33
APP0001104,CUST006831,2025-07-22 10:05:22,5757.98,627,1,1,1,0,5431.55
APP0001105,CUST005660,2026-07-04 18:57:03,6866.96,604,1,1,1,1,5535.46
APP0001106,CUST002065,2026-08-11 23:24:46,2003.11,713,1,1,0,0,0.0
APP0001107,CUST005869,2026-04-10 21:58:10,3206.92,527,1,0,0,0,0.0
APP0001108,CUST004345,2026-01-31 09:18:04,8107.48,633,1,1,0,0,0.0
APP0001109,CUST010667,2026-08-05 02:04:57,14774.25,598,1,1,0,0,0.0
APP0001110,CUST011381,2025-12-27 17:08:07,9427.87,632,1,1,1,1,9416.38
APP0001111,CUST010165,2025-01-13 15:32:11,4154.46,522,0,0,0,0,0.0
APP0001112,CUST004556,2026-05-17 12:19:38,5383.73,632,0,0,0,0,0.0
APP0001113,CUST009631,2026-08-30 14:56:42,1000.0,668,1,1,1,1,825.49
APP0001114,CUST010952,2025-01-29 02:31:50,4853.66,560,1,1,1,0,3966.5
APP0001115,CUST003089,2025-07-14 14:11:01,6406.58,596,1,1,0,0,0.0
APP0001116,CUST004170,2026-07-18 11:59:45,33918.73,638,1,0,0,0,0.0
APP0001117,CUST004875,2025-01-11 16:54:46,3781.62,602,1,1,1,1,3527.52
APP0001118,CUST002980,2025-03-21 21:54:28,8894.36,562,1,1,1,1,8831.77
APP0001119,CUST009726,2026-01-30 05:13:27,4073.21,556,0,0,0,0,0.0
APP0001120,CUST003070,2025-11-10 03:22:38,11669.59,706,1,1,1,1,10405.13
APP0001121,CUST004150,2025-01-30 22:20:54,2682.19,525,1,1,1,1,2600.16
APP0001122,CUST000073,2025-03-24 10:30:52,14362.63,575,1,1,0,0,0.0
APP0001123,CUST006528,2026-07-21 23:51:28,3205.42,540,1,1,0,0,0.0
APP0001124,CUST008417,2026-04-23 20:38:24,20499.52,623,1,1,0,0,0.0
APP0001125,CUST005224,2026-05-19 14:21:08,14127.8,590,1,1,0,0,0.0
APP0001126,CUST008535,2025-09-27 04:18:40,2859.23,577,1,1,0,0,0.0
APP0001127,CUST008799,2025-10-05 18:30:45,15914.42,723,1,0,0,0,0.0
APP0001128,CUST007426,2026-07-15 06:33:47,7916.31,643,1,1,0,0,0.0
APP0001129,CUST003644,2025-06-07 22:37:58,4481.27,562,1,0,0,0,0.0
APP0001130,CUST009278,2026-03-06 05:24:36,8649.99,636,1,1,1,1,6817.79
APP0001131,CUST002207,2025-06-07 03:54:58,3355.83,486,0,0,0,0,0.0
APP0001132,CUST000866,2026-06-20 15:36:48,7312.72,617,1,1,0,0,0.0
APP0001133,CUST005303,2025-01-31 03:13:21,3676.22,564,1,1,0,0,0.0
APP0001134,CUST009694,2025-07-26 22:07:42,15775.66,490,0,0,0,0,0.0
APP0001135,CUST006402,2026-02-25 20:14:43,8202.03,597,1,1,1,0,7732.72
APP0001136,CUST003318,2025-11-20 14:13:20,2407.81,740,1,1,1,1,2135.93
APP0001137,CUST010020,2025-02-25 10:27:37,6866.23,728,1,1,1,1,6284.65
APP0001138,CUST005329,2026-08-20 18:23:59,4135.11,551,0,0,0,0,0.0
APP0001139,CUST001636,2025-06-30 19:37:27,7148.05,638,1,1,0,0,0.0
APP0001140,CUST002524,2025-07-07 01:23:55,2418.82,491,0,0,0,0,0.0
APP0001141,CUST007037,2025-12-02 01:50:17,3344.05,612,1,1,1,1,2959.78
APP0001142,CUST000074,2026-07-06 00:38:15,4517.9,688,1,1,1,1,3847.04
APP0001143,CUST009635,2025-06-19 12:47:28,3946.08,603,0,0,0,0,0.0
APP0001144,CUST007705,2026-08-18 11:40:40,11704.65,705,1,1,1,1,9314.64
APP0001145,CUST000764,2025-04-18 22:08:32,1527.97,620,1,0,0,0,0.0
APP0001146,CUST003258,2025-02-09 00:05:28,20820.19,587,0,0,0,0,0.0
APP0001147,CUST002841,2026-06-17 21:02:07,5667.55,602,0,0,0,0,0.0
APP0001148,CUST005983,2026-03-27 11:40:43,4385.2,654,0,0,0,0,0.0
APP0001149,CUST009221,2026-04-25 16:54:04,5400.91,800,1,1,1,1,4928.91
APP0001150,CUST001326,2025-05-03 12:40:01,8911.54,672,1,1,1,1,6944.21
APP0001151,CUST002613,2025-09-08 10:40:13,1652.59,578,1,1,1,1,1432.01
APP0001152,CUST002777,2025-01-04 01:38:33,3064.85,586,1,1,0,0,0.0
APP0001153,CUST005311,2026-06-03 14:47:16,4994.87,623,1,1,0,0,0.0
APP0001154,CUST000070,2025-07-26 22:15:21,4080.54,471,1,1,0,0,0.0
APP0001155,CUST010763,2025-08-28 23:22:11,8144.49,446,1,1,0,0,0.0
APP0001156,CUST010192,2026-03-14 09:11:11,3201.45,543,1,1,0,0,0.0
APP0001157,CUST009320,2025-03-13 15:45:27,5685.17,536,1,1,0,0,0.0
APP0001158,CUST002840,2026-04-21 00:46:02,5436.14,608,1,1,0,0,0.0
APP0001159,CUST001725,2026-05-03 00:40:39,7467.24,597,1,1,1,0,5952.92
APP0001160,CUST011458,2026-03-13 04:03:08,7322.29,633,0,0,0,0,0.0
APP0001161,CUST000840,2026-04-05 21:10:58,9444.4,583,1,1,1,1,9228.93
APP0001162,CUST005410,2025-02-15 11:40:27,18436.36,646,1,1,0,0,0.0
APP0001163,CUST007000,2026-01-17 00:35:50,3158.51,556,1,1,1,1,2516.47
APP0001164,CUST004997,2026-03-19 02:22:00,8515.98,611,1,1,1,0,8104.89
APP0001165,CUST010861,2025-03-26 06:00:26,7105.72,610,1,1,1,1,5523.83
APP0001166,CUST000569,2025-10-04 18:09:22,3480.67,698,1,0,0,0,0.0
APP0001167,CUST005790,2025-03-19 04:54:00,4921.26,425,1,1,0,0,0.0
APP0001168,CUST010502,2025-02-22 06:38:25,5184.69,472,0,0,0,0,0.0
APP0001169,CUST002941,2026-06-29 09:39:21,9243.33,439,0,0,0,0,0.0
APP0001170,CUST005118,2025-04-12 11:17:46,6579.13,637,1,1,1,1,6311.18
APP0001171,CUST009225,2026-02-01 16:06:19,10683.38,632,1,1,1,1,8711.7
APP0001172,CUST003999,2025-04-06 08:11:36,1679.2,456,0,0,0,0,0.0
APP0001173,CUST008819,2025-10-25 17:48:22,2705.55,641,1,1,0,0,0.0
APP0001174,CUST005159,2025-07-01 05:29:10,7441.52,596,1,1,1,1,6484.99
APP0001175,CUST007920,2026-08-22 10:05:20,4038.9,533,1,1,1,1,3043.22
APP0001176,CUST010082,2026-08-24 15:54:59,9047.8,540,1,1,0,0,0.0
APP0001177,CUST011733,2026-07-01 08:24:42,9274.88,481,1,1,1,1,8526.14
APP0001178,CUST009628,2026-03-05 03:19:57,8069.55,758,1,0,0,0,0.0
APP0001179,CUST009682,2025-05-08 09:27:03,8572.0,722,1,1,1,1,8224.79
APP0001180,CUST009197,2026-08-15 20:29:37,15361.66,619,1,1,1,1,12638.26
APP0001181,CUST009163,2025-06-13 18:08:40,4673.66,520,1,1,0,0,0.0
APP0001182,CUST001677,2025-12-21 07:17:33,10291.78,535,1,1,0,0,0.0
APP0001183,CUST011439,2026-05-11 08:51:40,6625.64,542,1,1,1,1,6288.09
APP0001184,CUST007749,2025-05-09 13:04:21,17861.65,714,1,1,1,1,17390.99
APP0001185,CUST001185,2026-08-19 04:58:08,2972.96,612,1,1,0,0,0.0
APP0001186,CUST009188,2025-11-26 14:05:38,12877.55,650,1,1,0,0,0.0
APP0001187,CUST005063,2026-05-15 07:59:36,4849.42,595,1,1,1,1,4779.84
APP0001188,CUST002546,2026-06-03 15:27:58,8712.45,526,1,0,0,0,0.0
APP0001189,CUST009914,2025-06-11 19:30:56,19059.65,597,1,1,0,0,0.0
APP0001190,CUST008080,2025-05-18 14:02:00,9333.85,597,1,1,1,0,9003.34
APP0001191,CUST007489,2026-05-17 15:22:28,6999.31,505,1,1,1,1,5938.29
APP0001192,CUST005701,2025-12-30 01:40:09,10910.02,503,0,0,0,0,0.0
APP0001193,CUST007285,2026-04-01 07:12:19,3797.1,593,0,0,0,0,0.0
APP0001194,CUST004970,2025-03-13 13:27:44,2623.79,661,1,1,0,0,0.0
APP0001195,CUST001736,2025-05-18 11:11:48,7554.69,666,1,1,1,0,5920.48
APP0001196,CUST009993,2025-06-06 04:40:17,11223.0,673,1,1,1,1,10129.78
APP0001197,CUST009789,2026-07-04 16:34:26,4137.31,755,1,1,1,1,3980.95
APP0001198,CUST010137,2025-05-19 03:20:48,2459.0,786,1,0,0,0,0.0
APP0001199,CUST008902,2026-08-04 03:38:58,2042.77,635,1,1,0,0,0.0
APP0001200,CUST010803,2026-06-19 20:12:52,8726.59,538,1,1,1,0,6576.74
APP0001201,CUST001049,2025-01-11 09:45:55,6425.18,594,1,1,1,1,5015.55
APP0001202,CUST005696,2025-12-18 13:07:41,4020.66,584,1,1,1,1,4011.91
APP0001203,CUST007726,2026-06-20 17:41:09,2149.45,493,1,1,0,0,0.0
APP0001204,CUST004458,2025-06-17 20:46:23,3408.47,680,0,0,0,0,0.0
APP0001205,CUST009148,2025-06-26 14:07:20,6231.81,573,1,1,1,1,6073.42
APP0001206,CUST007389,2026-06-24 01:56:43,2048.5,700,1,1,0,0,0.0
APP0001207,CUST003026,2025-01-10 01:03:57,2718.87,740,1,0,0,0,0.0
APP0001208,CUST011078,2026-02-22 09:41:44,2462.44,561,1,1,0,0,0.0
APP0001209,CUST002427,2025-08-23 11:17:14,1860.28,513,1,1,0,0,0.0
APP0001210,CUST005125,2026-02-05 07:34:19,7706.86,588,1,1,0,0,0.0
APP0001211,CUST011263,2025-01-15 16:03:39,9770.75,549,1,1,0,0,0.0
APP0001212,CUST008173,2025-11-02 07:13:40,12816.98,545,1,1,1,1,10384.61
APP0001213,CUST010154,2025-07-19 21:32:49,4969.79,610,1,1,1,0,4624.57
APP0001214,CUST007360,2026-01-17 01:01:13,3896.79,602,1,1,1,1,3381.95
APP0001215,CUST000834,2025-06-03 21:23:21,14980.51,638,1,1,0,0,0.0
APP0001216,CUST001483,2026-05-22 20:13:22,4130.96,507,1,1,1,0,3413.6
APP0001217,CUST009470,2025-02-13 11:39:06,2186.08,676,0,0,0,0,0.0
APP0001218,CUST000150,2026-02-21 22:49:24,8905.77,723,1,1,1,1,7917.37
APP0001219,CUST003835,2026-06-30 05:01:34,5154.06,603,1,1,1,1,4719.02
APP0001220,CUST008361,2025-10-31 10:20:48,6883.59,611,1,1,1,0,6730.25
APP0001221,CUST001909,2025-12-07 19:23:33,1695.97,744,1,1,1,1,1346.98
APP0001222,CUST003856,2025-06-12 11:01:15,6644.89,665,1,1,1,1,6264.65
APP0001223,CUST007467,2026-06-24 02:44:58,25522.37,604,1,1,0,0,0.0
APP0001224,CUST011452,2026-04-23 18:16:03,6985.67,504,0,0,0,0,0.0
APP0001225,CUST007980,2026-07-28 11:38:46,1920.23,614,1,1,0,0,0.0
APP0001226,CUST007785,2026-02-03 06:33:57,5321.24,643,1,1,0,0,0.0
APP0001227,CUST006033,2025-05-13 04:07:17,5143.37,459,1,1,1,0,3957.77
APP0001228,CUST005568,2026-03-27 06:54:28,3663.73,571,1,1,1,1,2795.95
APP0001229,CUST005768,2025-06-05 01:51:06,6468.67,588,1,1,0,0,0.0
APP0001230,CUST000794,2025-05-25 03:26:09,4029.48,389,1,1,0,0,0.0
APP0001231,CUST009784,2025-07-18 00:09:31,12808.15,672,1,1,1,0,10429.26
APP0001232,CUST007894,2026-07-01 05:32:59,3977.95,751,1,1,1,1,3027.61
APP0001233,CUST009494,2025-04-22 15:33:45,17922.75,648,1,1,1,1,14902.85
APP0001234,CUST000230,2025-06-27 12:54:36,7797.84,516,0,0,0,0,0.0
APP0001235,CUST004476,2025-11-26 05:21:36,6545.74,639,1,1,1,1,6258.96
APP0001236,CUST002472,2026-02-20 17:09:48,2626.35,752,1,1,0,0,0.0
APP0001237,CUST010963,2025-07-12 13:23:13,11863.37,589,1,1,0,0,0.0
APP0001238,CUST003545,2026-05-17 15:45:10,6092.57,533,1,1,0,0,0.0
APP0001239,CUST011262,2026-01-16 16:51:45,13048.92,649,1,1,1,1,11470.65
APP0001240,CUST007744,2025-12-01 08:26:17,2107.17,730,1,1,0,0,0.0
APP0001241,CUST006530,2025-06-15 19:36:44,15452.81,637,1,1,1,1,12822.86
APP0001242,CUST001338,2026-04-25 10:15:09,9588.68,606,1,1,1,0,8553.44
APP0001243,CUST003008,2026-05-10 00:51:14,25978.78,613,1,1,1,1,20545.23
APP0001244,CUST011435,2026-01-09 03:19:15,4147.8,605,1,1,0,0,0.0
APP0001245,CUST005183,2026-04-12 07:38:32,5956.23,622,1,1,1,1,5842.24
APP0001246,CUST006232,2026-03-19 23:43:13,8518.17,615,1,1,0,0,0.0
APP0001247,CUST003114,2026-03-18 06:30:03,3067.6,690,1,1,1,1,2349.88
APP0001248,CUST008317,2025-09-15 04:22:46,6932.68,712,1,1,1,1,6605.04
APP0001249,CUST005080,2025-05-29 05:11:19,7034.99,579,1,1,1,1,6849.0
APP0001250,CUST007829,2025-10-12 07:27:09,3754.78,600,1,0,0,0,0.0
APP0001251,CUST007644,2025-10-10 15:22:09,3081.26,531,1,1,0,0,0.0
APP0001252,CUST011031,2025-06-29 20:31:55,8553.82,568,1,1,1,0,7325.99
APP0001253,CUST002818,2026-08-26 22:22:28,4354.77,693,1,1,1,1,4098.03
APP0001254,CUST001148,2026-08-04 18:36:34,1909.46,633,1,1,0,0,0.0
APP0001255,CUST001538,2025-12-11 10:39:46,1877.18,656,1,1,1,1,1631.4
APP0001256,CUST005042,2025-09-11 23:13:45,7469.74,654,1,0,0,0,0.0
APP0001257,CUST005892,2026-07-01 03:05:03,7034.61,566,1,1,1,1,5855.51
APP0001258,CUST006165,2025-10-09 08:25:30,11186.68,562,1,1,1,1,10841.77
APP0001259,CUST005250,2026-06-15 03:39:31,5040.76,746,1,1,0,0,0.0
APP0001260,CUST004576,2025-12-06 03:32:20,10937.11,527,1,1,0,0,0.0
APP0001261,CUST005109,2026-05-11 14:13:19,4454.9,624,1,1,0,0,0.0
APP0001262,CUST005029,2025-05-13 01:13:18,4974.9,551,1,1,1,0,4326.48
APP0001263,CUST009557,2025-10-14 19:33:35,6839.44,574,1,0,0,0,0.0
APP0001264,CUST001853,2025-01-20 16:10:18,12942.2,650,1,1,1,0,10161.87
APP0001265,CUST009622,2025-10-30 04:19:21,6733.82,671,0,0,0,0,0.0
APP0001266,CUST002146,2025-08-04 00:24:48,23975.02,526,1,0,0,0,0.0
APP0001267,CUST002059,2026-07-15 04:26:15,3209.46,759,1,1,0,0,0.0
APP0001268,CUST008896,2025-08-17 16:38:38,5511.53,468,1,1,0,0,0.0
APP0001269,CUST001183,2026-05-06 15:25:04,3157.24,550,0,0,0,0,0.0
APP0001270,CUST011538,2026-03-20 02:09:30,5316.2,762,1,1,1,1,4805.96
APP0001271,CUST010355,2025-11-15 22:20:40,11123.1,614,1,1,1,1,9732.4
APP0001272,CUST009105,2025-05-19 07:40:09,7983.76,578,1,1,0,0,0.0
APP0001273,CUST009911,2025-06-15 19:56:04,8113.72,730,1,1,0,0,0.0
APP0001274,CUST000673,2025-09-25 21:52:29,19052.87,628,1,1,1,1,18371.67
APP0001275,CUST008132,2025-03-16 10:52:04,6178.84,464,1,1,0,0,0.0
APP0001276,CUST008605,2026-04-02 18:19:09,4429.53,606,0,0,0,0,0.0
APP0001277,CUST009485,2025-05-29 13:37:18,5750.27,534,1,1,0,0,0.0
APP0001278,CUST009332,2026-02-05 00:10:41,14002.59,597,0,0,0,0,0.0
APP0001279,CUST006426,2026-08-18 07:54:09,5926.55,572,1,1,0,0,0.0
APP0001280,CUST002805,2025-10-25 02:26:36,6406.84,680,1,1,0,0,0.0
APP0001281,CUST011503,2026-03-03 09:20:45,1623.45,575,1,1,0,0,0.0
APP0001282,CUST011072,2025-08-24 02:14:46,4129.79,695,1,1,0,0,0.0
APP0001283,CUST004291,2025-12-20 11:24:59,3742.99,488,0,0,0,0,0.0
APP0001284,CUST007360,2025-08-27 01:34:24,8828.37,593,0,0,0,0,0.0
APP0001285,CUST007741,2025-08-30 13:43:41,7052.15,617,1,1,0,0,0.0
APP0001286,CUST005137,2026-03-23 20:50:13,6359.6,625,1,1,0,0,0.0
APP0001287,CUST011225,2025-11-20 22:10:18,4365.22,621,1,1,0,0,0.0
APP0001288,CUST008131,2026-04-05 15:19:37,4445.4,569,1,1,1,1,4020.8
APP0001289,CUST001558,2025-04-03 22:27:01,2928.49,611,1,1,0,0,0.0
APP0001290,CUST006236,2026-03-01 11:56:07,8037.45,601,1,1,1,1,7771.72
APP0001291,CUST009829,2025-01-14 16:38:05,5728.44,579,0,0,0,0,0.0
APP0001292,CUST007020,2025-05-31 15:05:29,8697.76,500,0,0,0,0,0.0
APP0001293,CUST004684,2025-06-27 06:13:11,4424.11,587,1,1,0,0,0.0
APP0001294,CUST001246,2025-12-17 00:13:49,10201.11,613,0,0,0,0,0.0
APP0001295,CUST002462,2025-12-13 20:46:02,6755.97,674,1,1,1,1,6511.55
