customer_id,signup_date,segment,country,acquisition_channel
CUST003217,2022-07-18 05:35:45,Mass Market,France,Paid
CUST003218,2023-03-02 21:44:21,Mass Market,Netherlands,Branch
CUST003219,2022-08-14 18:48:31,SME,Germany,Paid
CUST003220,2022-02-09 11:23:46,Mass Market,Germany,Paid
CUST003221,2026-04-28 00:44:27,Mass Market,France,Partner
CUST003222,2024-05-08 10:36:02,SME,Austria,Paid
CUST003223,2023-11-04 05:22:26,Mass Market,Germany,Partner
CUST003224,2026-04-04 21:07:36,Mass Market,Germany,Organic
CUST003225,2023-01-11 16:20:21,Mass Market,Belgium,Paid
CUST003226,2023-11-05 14:23:35,Mass Market,Netherlands,Organic
CUST003227,2025-11-16 15:12:57,Mass Market,France,Referral
CUST003228,2024-11-22 18:10:41,Mass Market,Germany,Organic
CUST003229,2023-10-30 10:54:32,SME,Germany,Organic
CUST003230,2023-03-04 17:51:25,Mass Market,Germany,Partner
CUST003231,2022-02-28 17:10:02,Mass Market,Germany,Partner
CUST003232,2022-05-23 04:59:16,Affluent,Netherlands,Paid
CUST003233,2022-09-28 18:23:28,Affluent,Netherlands,Branch
CUST003234,2025-08-08 05:27:51,Mass Market,Belgium,Partner
CUST003235,2024-12-04 19:50:15,Mass Market,Germany,Branch
CUST003236,2023-12-26 18:12:02,Mass Market,Germany,Paid
CUST003237,2025-08-02 00:25:22,Affluent,Netherlands,Partner
CUST003238,2022-09-26 19:49:37,Mass Market,Germany,Paid
CUST003239,2022-12-19 16:22:30,Mass Market,Germany,Paid
CUST003240,2023-10-19 15:26:26,Affluent,Germany,Organic
CUST003241,2026-03-14 21:15:00,Mass Market,Germany,Organic
CUST003242,2024-10-23 23:54:36,Mass Market,Germany,Referral
CUST003243,2025-11-23 20:48:44,Affluent,Germany,Referral
CUST003244,2023-02-19 22:14:28,Affluent,Belgium,Organic
CUST003245,2025-11-19 11:49:22,Mass Market,Germany,Organic
CUST003246,2022-05-02 04:28:05,Mass Market,France,Organic
CUST003247,2023-01-16 15:35:11,Mass Market,France,Partner
CUST003248,2024-05-24 11:57:48,Mass Market,France,Organic
CUST003249,2022-03-26 11:54:29,Mass Market,Germany,Referral
CUST003250,2025-12-06 00:20:09,Affluent,Germany,Organic
CUST003251,2025-12-21 07:58:18,Mass Market,Germany,Partner
CUST003252,2023-05-27 07:09:05,Mass Market,Germany,Branch
CUST003253,2022-06-15 11:13:27,Mass Market,Austria,Organic
CUST003254,2024-10-31 19:52:35,Affluent,Germany,Referral
CUST003255,2024-06-17 23:40:53,Mass Market,Germany,Branch
CUST003256,2025-06-24 15:57:03,Mass Market,Austria,Paid
CUST003257,2024-10-04 10:31:04,Mass Market,Netherlands,Organic
CUST003258,2022-08-03 12:09:06,Mass Market,Netherlands,Partner
CUST003259,2022-07-23 14:10:39,SME,Germany,Paid
CUST003260,2025-07-29 13:28:53,Affluent,Belgium,Branch
CUST003261,2022-09-23 21:18:43,Mass Market,France,Paid
CUST003262,2026-04-19 04:35:16,Mass Market,France,Referral
CUST003263,2022-06-27 03:27:20,Affluent,Netherlands,Partner
CUST003264,2025-05-02 20:13:50,Mass Market,Germany,Organic
CUST003265,2026-06-19 14:04:06,SME,Austria,Paid
CUST003266,2024-01-08 17:23:11,Mass Market,Austria,Referral
CUST003267,2022-04-05 19:49:35,Mass Market,France,Paid
CUST003268,2026-01-05 19:20:25,Mass Market,Germany,Paid
CUST003269,2022-11-10 04:15:11,Mass Market,Netherlands,Branch
CUST003270,2024-05-31 21:49:11,Mass Market,Germany,Paid
CUST003271,2026-07-05 03:27:24,Affluent,France,Referral
CUST003272,2022-03-19 10:35:37,Mass Market,Germany,Organic
CUST003273,2025-10-03 21:15:45,Mass Market,Netherlands,Referral
CUST003274,2022-09-27 14:18:51,Mass Market,Austria,Partner
CUST003275,2025-06-06 22:01:53,Affluent,Germany,Organic
CUST003276,2024-11-04 05:41:41,Mass Market,Netherlands,Organic
CUST003277,2023-04-27 07:02:25,Mass Market,Belgium,Organic
CUST003278,2022-07-17 00:50:24,Mass Market,Germany,Partner
CUST003279,2026-07-08 21:40:34,Mass Market,Germany,Paid
CUST003280,2023-02-03 12:02:54,Affluent,Germany,Organic
CUST003281,2023-06-01 02:38:37,Mass Market,Belgium,Partner
CUST003282,2024-04-20 19:21:55,Mass Market,Germany,Branch
CUST003283,2025-01-29 05:16:56,Affluent,Germany,Organic
CUST003284,2024-04-24 19:45:08,Mass Market,Germany,Partner
CUST003285,2024-04-24 14:13:25,Mass Market,Germany,Branch
CUST003286,2024-09-01 04:21:08,Mass Market,Germany,Paid
CUST003287,2025-12-05 01:38:40,SME,France,Branch
CUST003288,2023-10-23 14:38:47,Affluent,Germany,Partner
CUST003289,2025-10-23 07:43:46,Mass Market,Netherlands,Partner
CUST003290,2025-08-08 16:22:38,Affluent,Netherlands,Referral
CUST003291,2026-05-26 19:15:50,Mass Market,Belgium,Organic
CUST003292,2026-03-07 19:02:01,Mass Market,Germany,Partner
CUST003293,2025-08-27 13:22:19,Mass Market,France,Partner
CUST003294,2023-02-17 12:34:58,Mass Market,Netherlands,Organic
CUST003295,2025-07-18 15:00:33,Mass Market,Germany,Paid
CUST003296,2025-05-16 11:12:13,SME,Germany,Referral
CUST003297,2023-04-30 01:06:57,Mass Market,Germany,Organic
CUST003298,2025-02-07 13:39:16,Affluent,France,Paid
CUST003299,2023-02-27 23:09:14,Mass Market,Germany,Organic
CUST003300,2024-05-24 14:34:31,Mass Market,Austria,Organic
CUST003301,2025-08-25 03:58:20,Mass Market,Belgium,Paid
CUST003302,2022-11-12 05:20:28,Mass Market,Netherlands,Organic
CUST003303,2023-07-18 09:14:33,Mass Market,Austria,Paid
CUST003304,2025-08-22 15:04:48,Mass Market,France,Organic
CUST003305,2024-01-29 17:44:59,SME,Germany,Branch
CUST003306,2026-05-26 04:00:41,Affluent,Germany,Branch
CUST003307,2022-01-14 07:26:12,Mass Market,Netherlands,Organic
CUST003308,2025-09-23 08:08:51,Mass Market,Germany,Organic
CUST003309,2026-03-15 15:53:09,Mass Market,Austria,Organic
CUST003310,2022-09-20 02:14:13,SME,Germany,Organic
CUST003311,2026-07-04 13:23:10,Mass Market,Germany,Referral
CUST003312,2023-10-18 21:20:16,Mass Market,Netherlands,Partner
CUST003313,2023-08-12 15:05:22,Mass Market,Belgium,Paid
CUST003314,2023-08-18 11:11:58,Mass Market,Belgium,Referral
CUST003315,2025-01-07 08:07:41,Mass Market,Germany,Referral
CUST003316,2024-03-03 09:58:22,Mass Market,Germany,Paid
CUST003317,2022-04-29 18:32:32,Mass Market,France,Partner
CUST003318,2026-07-08 15:26:18,Mass Market,Belgium,Paid
CUST003319,2023-01-07 08:31:58,Mass Market,Germany,Partner
CUST003320,2022-06-06 20:19:13,Mass Market,France,Organic
CUST003321,2024-09-25 19:46:01,SME,Germany,Paid
CUST003322,2023-11-21 11:46:49,Mass Market,Netherlands,Organic
CUST003323,2024-10-26 05:28:51,Affluent,Germany,Organic
CUST003324,2026-01-03 21:37:50,Mass Market,Austria,Paid
CUST003325,2022-06-12 17:26:32,Affluent,Germany,Partner
CUST003326,2023-04-20 22:24:39,SME,France,Paid
CUST003327,2025-08-10 04:33:05,Mass Market,Netherlands,Branch
CUST003328,2024-10-01 06:36:09,SME,Germany,Paid
CUST003329,2023-10-03 00:19:21,Mass Market,Germany,Branch
CUST003330,2024-10-17 00:32:19,Affluent,France,Organic
CUST003331,2026-06-27 12:34:43,Mass Market,France,Paid
CUST003332,2024-03-13 15:35:25,Mass Market,Netherlands,Organic
CUST003333,2026-01-17 06:17:06,Mass Market,France,Organic
CUST003334,2025-07-28 02:05:01,SME,Germany,Organic
CUST003335,2023-05-19 19:22:59,Affluent,Austria,Partner
CUST003336,2023-02-22 04:03:37,Mass Market,Germany,Organic
CUST003337,2025-07-11 18:18:33,SME,France,Organic
CUST003338,2022-12-13 21:44:44,Affluent,Austria,Organic
CUST003339,2023-07-18 05:22:45,Mass Market,Belgium,Partner
CUST003340,2023-01-29 14:00:21,Mass Market,Germany,Paid
CUST003341,2024-10-10 20:07:40,Mass Market,Germany,Organic
CUST003342,2023-05-07 19:14:25,Mass Market,France,Organic
CUST003343,2025-01-05 23:30:58,Mass Market,Germany,Partner
CUST003344,2026-04-13 01:25:42,SME,Netherlands,Partner
CUST003345,2025-10-19 02:00:16,Mass Market,France,Paid
CUST003346,2026-05-04 23:29:39,Mass Market,Germany,Paid
CUST003347,2024-02-01 12:30:35,Mass Market,Germany,Organic
CUST003348,2023-01-04 02:29:45,Mass Market,France,Paid
CUST003349,2026-03-15 16:13:32,Mass Market,Netherlands,Partner
CUST003350,2025-04-05 07:50:16,Mass Market,Germany,Referral
CUST003351,2023-06-20 09:49:44,Mass Market,Germany,Paid
CUST003352,2024-07-31 05:03:37,Mass Market,Germany,Partner
CUST003353,2024-10-09 06:46:56,Mass Market,France,Paid
CUST003354,2024-04-08 15:38:26,Affluent,Netherlands,Referral
CUST003355,2024-03-04 02:48:19,Mass Market,Belgium,Partner
CUST003356,2022-04-03 07:27:54,Mass Market,Austria,Referral
CUST003357,2024-01-27 12:23:20,Mass Market,France,Organic
CUST003358,2023-08-06 07:36:52,Mass Market,Belgium,Paid
CUST003359,2025-09-30 02:45:01,Affluent,Germany,Organic
CUST003360,2025-12-17 10:44:31,Mass Market,France,Paid
CUST003361,2025-06-08 16:41:26,SME,France,Paid
CUST003362,2022-02-21 15:40:03,Affluent,Netherlands,Partner
CUST003363,2025-11-07 12:45:25,Mass Market,Netherlands,Partner
CUST003364,2023-10-25 20:11:35,Mass Market,Germany,Partner
CUST003365,2023-11-28 04:03:00,Mass Market,Belgium,Partner
CUST003366,2026-04-30 06:54:37,Affluent,Belgium,Organic
CUST003367,2025-12-21 02:50:14,Mass Market,Austria,Organic
CUST003368,2022-03-27 01:44:31,Mass Market,Germany,Organic
CUST003369,2025-06-07 12:11:32,Mass Market,Austria,Referral
CUST003370,2024-06-19 22:51:20,Mass Market,Netherlands,Organic
CUST003371,2023-03-07 17:28:44,Mass Market,France,Paid
CUST003372,2024-05-27 10:13:59,Mass Market,Germany,Organic
CUST003373,2025-12-19 23:16:45,Mass Market,Belgium,Partner
CUST003374,2023-01-09 08:09:12,Affluent,Netherlands,Branch
CUST003375,2025-06-01 10:12:57,Mass Market,France,Referral
CUST003376,2025-05-13 12:29:11,Mass Market,Austria,Organic
CUST003377,2026-01-20 21:34:37,Mass Market,Germany,Paid
CUST003378,2023-05-14 03:47:53,SME,France,Organic
CUST003379,2022-12-28 00:37:47,Mass Market,Germany,Referral
CUST003380,2024-07-04 16:17:10,Affluent,Germany,Paid
CUST003381,2024-06-07 07:42:56,Mass Market,Germany,Organic
CUST003382,2023-11-16 17:49:01,Affluent,Germany,Paid
CUST003383,2025-07-26 22:32:39,Mass Market,Germany,Paid
CUST003384,2025-08-29 00:13:19,Affluent,Germany,Branch
CUST003385,2023-02-15 19:26:21,Mass Market,Germany,Organic
CUST003386,2025-08-23 03:00:40,SME,Netherlands,Branch
CUST003387,2023-01-21 19:23:15,SME,Germany,Organic
CUST003388,2023-11-13 13:31:43,Mass Market,Germany,Organic
CUST003389,2022-02-15 10:45:52,Mass Market,Germany,Referral
CUST003390,2023-07-24 03:19:48,Mass Market,Germany,Paid
CUST003391,2026-05-22 15:18:06,Mass Market,Germany,Branch
CUST003392,2024-01-10 23:08:39,Mass Market,Austria,Paid
CUST003393,2025-04-02 03:33:26,Mass Market,France,Paid
CUST003394,2022-06-30 10:53:06,Mass Market,Germany,Organic
CUST003395,2024-11-28 15:45:57,Mass Market,France,Branch
CUST003396,2023-09-14 06:34:14,Affluent,Germany,Partner
CUST003397,2025-05-28 23:01:12,Mass Market,Netherlands,Partner
CUST003398,2026-04-01 15:33:12,Mass Market,Austria,Referral
CUST003399,2024-06-07 20:33:47,Mass Market,Germany,Organic
CUST003400,2022-06-21 22:16:14,Mass Market,Germany,Referral
CUST003401,2024-03-07 02:17:52,Mass Market,France,Paid
CUST003402,2022-07-25 20:06:37,Mass Market,Germany,Referral
CUST003403,2024-01-22 14:49:47,Mass Market,Germany,Partner
CUST003404,2022-04-13 05:42:27,Mass Market,France,Paid
CUST003405,2024-12-06 19:32:40,Mass Market,France,Referral
CUST003406,2023-06-04 01:45:40,Mass Market,Germany,Partner
CUST003407,2022-12-03 23:11:43,Mass Market,Belgium,Organic
CUST003408,2022-01-29 22:21:25,Mass Market,Germany,Partner
CUST003409,2026-01-24 20:01:09,Mass Market,Germany,Paid
CUST003410,2025-10-31 18:59:39,Mass Market,Netherlands,Referral
CUST003411,2025-09-19 05:59:56,Mass Market,France,Referral
CUST003412,2022-04-08 04:54:51,Mass Market,France,Organic
CUST003413,2023-08-08 11:17:18,Affluent,France,Organic
CUST003414,2026-06-13 02:18:44,Mass Market,France,Organic
CUST003415,2024-08-25 10:26:01,Mass Market,Belgium,Referral
CUST003416,2022-08-03 20:16:06,Mass Market,France,Referral
CUST003417,2022-08-24 19:08:36,Mass Market,Germany,Partner
CUST003418,2023-03-16 22:08:25,Mass Market,Netherlands,Referral
CUST003419,2026-06-14 18:18:36,Affluent,Germany,Partner
CUST003420,2022-10-11 14:10:58,Mass Market,Netherlands,Paid
CUST003421,2026-02-18 15:16:39,Mass Market,Germany,Branch
CUST003422,2025-02-07 15:19:20,Mass Market,Germany,Organic
CUST003423,2026-03-22 09:54:11,Mass Market,Netherlands,Paid
CUST003424,2025-10-13 02:14:29,Mass Market,France,Organic
CUST003425,2023-07-10 09:02:19,Mass Market,Germany,Organic
CUST003426,2025-10-16 05:47:17,Affluent,Germany,Partner
CUST003427,2022-10-10 19:02:15,Mass Market,Netherlands,Organic
CUST003428,2023-05-02 12:00:48,Mass Market,Austria,Paid
CUST003429,2022-12-21 01:59:36,Affluent,Germany,Organic
CUST003430,2022-05-31 11:34:32,Affluent,Germany,Paid
CUST003431,2022-11-10 07:57:23,Affluent,Germany,Organic
CUST003432,2022-07-20 19:47:57,Mass Market,Germany,Branch
CUST003433,2023-09-29 01:41:47,Mass Market,Germany,Paid
CUST003434,2022-04-30 05:18:30,Affluent,Belgium,Referral
CUST003435,2022-04-13 10:54:44,Mass Market,France,Paid
CUST003436,2026-07-13 23:37:12,Affluent,Germany,Organic
CUST003437,2022-05-27 14:59:52,Mass Market,Germany,Partner
CUST003438,2022-05-04 19:47:12,Affluent,Germany,Organic
CUST003439,2022-02-20 08:05:51,Mass Market,Germany,Paid
CUST003440,2022-08-10 14:38:55,Mass Market,Germany,Paid
CUST003441,2024-06-01 16:20:21,Mass Market,Germany,Referral
CUST003442,2025-10-15 04:04:20,Mass Market,France,Branch
CUST003443,2025-05-13 17:46:06,Mass Market,Germany,Organic
CUST003444,2024-08-28 03:52:45,Affluent,France,Partner
CUST003445,2022-05-23 03:52:01,Mass Market,Belgium,Paid
CUST003446,2025-07-18 19:48:48,Mass Market,Germany,Referral
CUST003447,2022-03-04 06:49:21,Mass Market,Germany,Branch
CUST003448,2024-11-20 21:14:13,Mass Market,Belgium,Paid
CUST003449,2023-11-16 09:40:12,Mass Market,Germany,Organic
CUST003450,2026-01-14 23:55:16,Mass Market,Germany,Referral
CUST003451,2023-05-30 04:41:15,SME,Netherlands,Paid
CUST003452,2024-12-03 12:25:29,Mass Market,France,Branch
CUST003453,2024-01-06 16:07:11,Mass Market,Austria,Partner
CUST003454,2024-05-22 23:50:08,SME,Germany,Branch
CUST003455,2026-04-19 16:05:00,Mass Market,Germany,Organic
CUST003456,2025-04-06 17:13:10,SME,Germany,Referral
CUST003457,2023-11-25 03:18:07,Mass Market,Germany,Paid
CUST003458,2024-01-19 00:58:34,Mass Market,France,Partner
CUST003459,2025-03-24 01:02:25,Mass Market,Germany,Branch
CUST003460,2023-08-02 14:50:56,Mass Market,Germany,Partner
CUST003461,2022-10-08 15:48:01,Mass Market,Germany,Referral
CUST003462,2024-02-21 21:57:27,Mass Market,Germany,Organic
CUST003463,2022-04-25 01:44:10,Mass Market,Germany,Organic
CUST003464,2022-10-11 18:17:15,Mass Market,France,Partner
CUST003465,2023-12-05 10:11:13,Affluent,Germany,Paid
CUST003466,2025-08-24 20:49:49,Mass Market,Netherlands,Organic
CUST003467,2025-07-30 12:43:18,Affluent,Germany,Partner
CUST003468,2023-03-12 21:31:16,SME,Germany,Partner
CUST003469,2023-12-07 11:07:22,Affluent,Austria,Organic
CUST003470,2022-09-14 16:54:49,Affluent,Austria,Organic
CUST003471,2025-06-16 18:26:16,Affluent,Germany,Paid
CUST003472,2023-02-16 21:37:21,Mass Market,Germany,Partner
CUST003473,2025-08-29 19:23:34,Mass Market,Belgium,Branch
CUST003474,2025-11-08 22:35:27,SME,France,Paid
CUST003475,2025-02-26 03:36:26,Mass Market,Germany,Organic
CUST003476,2023-07-07 02:19:03,Affluent,Germany,Referral
CUST003477,2026-05-13 06:20:16,SME,Germany,Organic
CUST003478,2025-02-21 01:48:32,Mass Market,Netherlands,Partner
CUST003479,2025-12-02 22:00:20,Mass Market,France,Paid
CUST003480,2026-01-13 19:35:45,Mass Market,Germany,Branch
CUST003481,2022-05-10 23:44:16,Mass Market,Germany,Partner
CUST003482,2026-01-13 22:44:17,Mass Market,Germany,Organic
CUST003483,2025-07-03 02:53:57,Affluent,Netherlands,Paid
CUST003484,2022-12-12 07:18:44,Mass Market,Belgium,Organic
CUST003485,2023-05-30 09:59:59,Mass Market,France,Organic
CUST003486,2025-06-12 10:56:54,Affluent,Netherlands,Paid
CUST003487,2024-01-27 10:30:26,Mass Market,Germany,Paid
CUST003488,2025-02-25 20:14:14,Affluent,France,Referral
CUST003489,2024-12-23 14:50:41,Mass Market,Germany,Organic
CUST003490,2026-03-02 04:19:07,Affluent,Germany,Paid
CUST003491,2022-07-06 11:45:18,Mass Market,Germany,Referral
CUST003492,2023-05-09 06:31:50,Mass Market,Belgium,Paid
CUST003493,2026-07-05 17:14:15,Mass Market,Germany,Paid
CUST003494,2024-08-09 02:09:46,Mass Market,Germany,Referral
CUST003495,2023-02-20 20:06:51,Mass Market,Belgium,Partner
CUST003496,2023-04-30 14:27:47,Affluent,Netherlands,Paid
CUST003497,2023-07-22 03:55:18,Affluent,Germany,Branch
CUST003498,2024-07-15 18:22:19,Mass Market,Germany,Organic
CUST003499,2023-04-21 18:06:39,Mass Market,Belgium,Organic
CUST003500,2024-11-05 18:04:46,Affluent,Germany,Paid
CUST003501,2024-01-15 11:41:21,Affluent,Germany,Organic
CUST003502,2024-10-17 11:32:18,Mass Market,Germany,Organic
CUST003503,2024-11-08 13:40:07,Mass Market,Germany,Organic
CUST003504,2026-03-27 04:01:56,SME,France,Partner
CUST003505,2022-08-14 20:28:54,Mass Market,Belgium,Paid
CUST003506,2023-07-02 11:38:30,Mass Market,Germany,Referral
CUST003507,2025-03-05 14:23:31,Affluent,Austria,Organic
CUST003508,2024-10-29 07:12:19,Mass Market,France,Partner
CUST003509,2025-02-02 04:22:56,Affluent,France,Organic
CUST003510,2024-07-24 14:12:23,Mass Market,Germany,Organic
CUST003511,2025-02-15 06:53:46,Affluent,Germany,Partner
CUST003512,2024-10-15 21:29:47,SME,France,Organic
CUST003513,2022-05-04 20:18:11,SME,Netherlands,Partner
CUST003514,2025-06-10 03:30:16,SME,Germany,Partner
CUST003515,2024-01-18 02:44:56,Affluent,Germany,Partner
CUST003516,2022-03-28 00:37:02,Mass Market,Germany,Partner
CUST003517,2023-11-15 21:45:42,SME,Germany,Branch
CUST003518,2023-12-29 14:53:25,SME,Germany,Organic
CUST003519,2022-05-25 23:33:30,Mass Market,Germany,Branch
CUST003520,2026-07-24 11:01:49,Mass Market,Germany,Organic
CUST003521,2023-01-07 19:10:48,Mass Market,Belgium,Paid
CUST003522,2023-07-07 20:38:12,Mass Market,Netherlands,Branch
CUST003523,2024-01-08 06:56:54,Affluent,Germany,Organic
CUST003524,2025-10-23 22:48:19,Mass Market,Germany,Referral
CUST003525,2025-05-27 03:20:39,Mass Market,Germany,Partner
CUST003526,2025-07-13 01:12:22,Mass Market,Germany,Referral
CUST003527,2023-02-01 08:49:37,Mass Market,Belgium,Organic
CUST003528,2025-11-14 13:35:59,SME,Germany,Partner
CUST003529,2025-10-19 08:12:15,Mass Market,Belgium,Organic
CUST003530,2024-02-15 13:44:08,Mass Market,Germany,Organic
CUST003531,2024-07-01 13:47:36,Mass Market,Austria,Partner
CUST003532,2022-03-04 02:21:17,Affluent,Netherlands,Referral
CUST003533,2025-06-25 10:12:04,Affluent,Netherlands,Referral
CUST003534,2026-05-26 15:54:03,Mass Market,Austria,Partner
CUST003535,2024-03-01 02:43:35,Mass Market,Germany,Referral
CUST003536,2024-06-22 17:14:23,Mass Market,Germany,Paid
CUST003537,2024-04-14 15:39:57,Mass Market,Germany,Paid
CUST003538,2022-05-19 04:22:19,Affluent,Netherlands,Referral
CUST003539,2024-11-02 04:05:58,Mass Market,Belgium,Partner
CUST003540,2025-04-21 06:10:20,Mass Market,Germany,Organic
CUST003541,2026-04-01 13:36:16,Mass Market,Netherlands,Paid
CUST003542,2026-04-04 14:26:59,Mass Market,Germany,Organic
CUST003543,2024-04-02 07:27:18,Mass Market,Germany,Referral
CUST003544,2026-05-23 10:05:48,Mass Market,France,Organic
CUST003545,2024-06-02 21:58:10,Mass Market,Germany,Partner
CUST003546,2024-12-09 11:57:08,Mass Market,Germany,Referral
CUST003547,2024-10-03 12:56:02,Mass Market,Netherlands,Branch
CUST003548,2026-07-28 19:06:48,SME,France,Paid
CUST003549,2025-05-18 03:00:26,Mass Market,France,Referral
CUST003550,2022-07-20 15:32:51,Mass Market,Germany,Partner
CUST003551,2022-05-01 03:12:36,Mass Market,Germany,Organic
CUST003552,2023-11-17 07:41:42,Affluent,France,Paid
CUST003553,2024-05-12 05:30:19,SME,Belgium,Paid
CUST003554,2025-01-22 22:31:34,Affluent,Germany,Organic
CUST003555,2024-03-16 05:18:26,Mass Market,Netherlands,Paid
CUST003556,2024-05-10 11:30:22,Affluent,Netherlands,Organic
CUST003557,2026-03-22 01:22:30,Mass Market,Netherlands,Referral
CUST003558,2023-07-14 22:00:43,Affluent,France,Paid
CUST003559,2024-04-05 03:25:55,Affluent,Germany,Organic
CUST003560,2024-07-20 22:45:17,Mass Market,Netherlands,Partner
CUST003561,2024-02-23 00:45:59,Mass Market,Germany,Referral
CUST003562,2026-06-07 16:43:45,Mass Market,Germany,Branch
CUST003563,2026-05-28 19:09:40,Mass Market,Germany,Branch
CUST003564,2024-05-07 22:31:10,Affluent,Germany,Branch
CUST003565,2024-01-24 08:43:56,Mass Market,Germany,Paid
CUST003566,2024-09-11 18:08:35,Affluent,Belgium,Paid
CUST003567,2022-10-30 10:31:49,SME,Germany,Paid
CUST003568,2023-12-14 05:45:48,Mass Market,Germany,Branch
CUST003569,2022-12-29 16:24:36,Mass Market,Austria,Organic
CUST003570,2022-08-29 20:26:51,Mass Market,Germany,Partner
CUST003571,2022-06-09 03:41:07,Affluent,Germany,Organic
CUST003572,2024-09-08 13:50:35,Mass Market,Belgium,Referral
CUST003573,2022-01-01 22:47:52,Mass Market,Austria,Paid
CUST003574,2024-12-16 09:37:14,Mass Market,France,Referral
CUST003575,2023-12-24 05:06:55,SME,Germany,Branch
CUST003576,2023-09-05 18:13:06,Mass Market,France,Organic
CUST003577,2025-07-10 04:09:58,Mass Market,Belgium,Referral
CUST003578,2024-06-19 18:57:07,SME,Belgium,Paid
CUST003579,2025-05-11 08:32:29,Mass Market,Germany,Paid
CUST003580,2025-04-01 05:47:20,Mass Market,Belgium,Organic
CUST003581,2022-02-23 18:04:42,Mass Market,France,Partner
CUST003582,2022-12-27 07:16:31,Mass Market,Germany,Paid
CUST003583,2024-08-11 00:16:26,Mass Market,Germany,Referral
CUST003584,2026-06-20 02:42:45,Mass Market,Germany,Referral
CUST003585,2022-09-15 23:04:23,Mass Market,Austria,Paid
CUST003586,2022-06-26 11:50:09,Mass Market,Germany,Organic
CUST003587,2026-04-23 11:30:32,Mass Market,Netherlands,Organic
CUST003588,2026-06-05 11:49:45,Mass Market,Germany,Organic
CUST003589,2022-10-07 20:01:21,Mass Market,Netherlands,Branch
CUST003590,2023-11-03 15:44:02,Affluent,Germany,Paid
CUST003591,2024-11-13 17:46:42,Affluent,Austria,Referral
CUST003592,2022-11-23 10:06:13,Mass Market,France,Branch
CUST003593,2023-06-30 11:17:34,Affluent,Netherlands,Paid
CUST003594,2023-10-23 22:08:41,Affluent,France,Partner
CUST003595,2024-12-08 16:34:22,Mass Market,France,Referral
CUST003596,2023-05-31 02:00:16,SME,Austria,Partner
CUST003597,2023-11-21 07:06:46,Affluent,Germany,Organic
CUST003598,2023-04-30 04:23:27,Mass Market,Belgium,Referral
CUST003599,2025-06-24 02:57:23,Mass Market,Germany,Branch
CUST003600,2022-09-13 20:59:06,Mass Market,France,Referral
CUST003601,2023-01-21 16:41:30,Mass Market,Belgium,Referral
CUST003602,2023-02-22 23:34:50,Affluent,Belgium,Referral
CUST003603,2026-02-23 11:36:55,Mass Market,Germany,Partner
CUST003604,2026-04-29 03:56:42,Mass Market,Germany,Organic
CUST003605,2024-04-16 08:24:46,Mass Market,Netherlands,Branch
CUST003606,2022-09-19 12:01:56,Affluent,Germany,Organic
CUST003607,2025-06-18 04:30:20,Mass Market,Austria,Referral
CUST003608,2024-04-02 18:36:59,Affluent,Germany,Paid
CUST003609,2025-11-21 17:58:23,Mass Market,Germany,Partner
CUST003610,2023-08-25 21:51:35,Mass Market,Netherlands,Referral
CUST003611,2026-07-29 00:59:40,Mass Market,Germany,Referral
CUST003612,2025-09-11 07:25:52,Mass Market,Germany,Organic
CUST003613,2023-01-10 10:29:29,Mass Market,Germany,Partner
CUST003614,2025-04-28 02:42:02,Mass Market,Austria,Organic
CUST003615,2023-04-25 16:25:07,Mass Market,France,Organic
CUST003616,2023-08-08 20:27:10,Mass Market,Austria,Paid
CUST003617,2023-02-23 17:22:44,Affluent,Germany,Branch
CUST003618,2025-02-14 16:06:37,Affluent,Germany,Branch
CUST003619,2023-03-16 12:30:02,Mass Market,Germany,Partner
CUST003620,2024-12-04 01:43:54,Affluent,Germany,Referral
CUST003621,2024-08-31 20:20:33,Mass Market,Germany,Organic
CUST003622,2025-06-09 08:03:36,Mass Market,Germany,Organic
CUST003623,2026-07-20 04:04:18,Mass Market,Germany,Partner
CUST003624,2022-01-15 17:56:28,Mass Market,Netherlands,Referral
CUST003625,2026-07-14 17:52:44,Affluent,Germany,Referral
CUST003626,2022-07-02 20:08:10,Mass Market,Germany,Organic
CUST003627,2024-05-30 18:21:22,Mass Market,Germany,Paid
CUST003628,2023-07-24 23:13:33,Mass Market,France,Organic
CUST003629,2025-04-21 17:50:55,Mass Market,Netherlands,Referral
CUST003630,2025-12-08 20:53:52,Mass Market,Netherlands,Paid
CUST003631,2023-11-04 02:38:14,Mass Market,Belgium,Paid
CUST003632,2026-04-09 20:45:13,Mass Market,Germany,Partner
CUST003633,2023-06-24 02:41:01,Mass Market,Germany,Organic
CUST003634,2022-12-07 20:31:09,Mass Market,Belgium,Paid
CUST003635,2023-09-26 21:48:44,Affluent,Austria,Partner
CUST003636,2024-06-02 17:19:20,Mass Market,France,Organic
CUST003637,2025-01-22 03:55:00,Mass Market,Germany,Partner
CUST003638,2025-10-24 12:05:07,Mass Market,Netherlands,Branch
CUST003639,2023-01-11 23:03:59,Mass Market,Austria,Organic
CUST003640,2023-05-22 22:53:34,Mass Market,Germany,Organic
CUST003641,2026-04-19 11:19:15,Mass Market,Germany,Partner
CUST003642,2024-01-06 08:39:26,Mass Market,Belgium,Partner
CUST003643,2023-02-08 21:45:20,Mass Market,Netherlands,Branch
CUST003644,2026-07-06 23:00:12,Mass Market,Germany,Organic
